,logic_gate,max,unique,sum,Deep,Fanouts
45,g045,91,[27  6  5 23  7  4  3 70 10  2 16  1 91 67 25 19],477,-6,1
46,g046,91,[15 12  7  4  2  1  3  9  5 91 69 29 22 18],303,-5,2
47,g047,91,[16 24  7  1 15 11  2 91 65 25 22 18],315,-4,1
48,g048,91,[11  4 25  2  1 18 91 70 26 23 21],301,-4,1
49,g049,91,[11  4 20 16  6  5 80 63 18  1 17  3 91 73 26 21],505,-3,4
50,g050,30,[30  7  3 20 13  5  1  2 17 15  4  8],153,-5,1
51,g051,68,[18 20 15  6  3 68 33 16  7 17 11  5  4  2  9],245,-4,2
52,g052,81,[19 20  6 81 17  7  9  4],244,-4,2
53,g053,35,[15  5 22 14  4 35  1  8  2  7],145,-3,2
54,g054,41,[15  5 22 16  8  3 41 12  6  7  4  2],193,-3,8
55,g055,28,[28  8  4 22 16  7  5 27 21 11  9  1 15 13  2  6],219,-4,3
56,g056,82,[44 15  9  6 21 14  7  4  3 16 11 12  1 82 62 23 18],396,-4,1
57,g057,100,[100  64  53  24  21  18   8   6   4   3  16  12   2  82  26],549,-4,1
58,g058,100,[100  21  15   8   4   3  28   9  16  12   6   5   1  82  64  26  25  13],438,-3,2
59,g059,82,[ 6  4  1 20 16  8  5  3 17  9 82 61 24 21],313,-4,1
60,g060,82,[ 4 20 18 11  6  1 17 14  7  5  2 82 62 25],332,-3,2
61,g061,24,[ 4 10  7  3  2 24  5  1],79,-5,1
62,g062,21,[ 8 21 15  6  5  4 16 12  2  1],108,-4,4
63,g063,42,[42 11  6  1 21 15  5  4 35 16  8  3],199,-3,2
64,g064,82,[11 21 16  6  4 34  7  3  9  5  1 82 61 24 19 18],350,-2,2
65,g065,41,[11  7 21  4 41  2 16  8  5  3  1],158,-4,4
66,g066,68,[21  8 20 15  7  5  3 68 27  1 14 12  4  6],247,-3,6
67,g067,100,[  8  20  15   7   4 100  48   2  14  11   5   1  10   3],261,-2,4
68,g068,21,[ 8  5  4  1 20 16  6 21 14 10  3  2],139,-5,3
69,g069,32,[11 19 16  7  5  4 32 15 12  1  8  3],145,-4,1
70,g070,62,[15  5 19  6  4 62 16 12 11  3  2 52],248,-1,7
71,g071,64,[55  9  7  4  3 19 15  8  5  2 64 14 12 13],273,-4,6
72,g072,42,[ 7  6  4  2 21 13  5 42 40 25 15 16  9  1],240,-3,2
73,g073,31,[15 21 20  9  8  3 31 16 14  7  6  1  4],155,-3,5
74,g074,100,[ 17   1  16  10   4   2  57  18   8   6   3 100],259,-1,2
75,g075,82,[ 8  5  3  2  4 82 63 26 19 18],239,-5,1
76,g076,82,[18 22 16  9  4  3 40  1 23 14  5 82 64 27 19],374,-4,1
77,g077,82,[17  6 22 16  5  8  4  1 23 18  9 82 60 19],355,-5,1
78,g078,82,[52 12  6  1 22 16  5 21 23 20 10  4 82 64 25 19],419,-4,1
79,g079,82,[ 5  4  3  1 22 41 14 23 82 66 21],339,-3,1
80,g080,82,[12 22 13  7  4  2 23 14  3 82 46],253,-3,1
81,g081,82,[12  3  2 22 20 14  4 36  1 23 21  5 82 44 33  6],351,-2,2
82,g082,19,[ 7  5  3  2 16 14  6  1 12 19  9],139,-4,2
83,g083,30,[16 21 11  6  3  2 30 20 22  8  7  9  5  1],196,-3,13
84,g084,26,[17  6  5 21 15  3 20 22  7 26  8],189,-7,1
85,g085,78,[49 12  4  1 21 18 10  6  2 19  8 22 78 37],341,-6,2
86,g086,100,[  6   4   2  21   5  33  20   9  22 100],235,-1,2
87,g087,48,[11 21 14  7  4  3  9 22 15  6  2 48 18],194,-6,2
88,g088,63,[17  7  1 21 11  6 56 22 20  3 63 25],314,-5,2
89,g089,69,[ 8  6 16  7  3  1 44  5 13 12 69 48 25],347,-5,2
90,g090,69,[16  5  2  4 14 69 31 25],240,-4,2
91,g091,100,[ 16   8   3 100  28   2  37   6  20   7  57  19],612,-4,2
92,g092,100,[ 52   8   4   2 100  50  49   1  31  60  40  82  62  26  19  17],903,-5,1
93,g093,100,[100  45  29  12   3   1  30  20   7  82  54  27  15],1002,-4,2
94,g094,100,[  8   3 100  56  44  24   5  52  48  69  15  14],738,-3,2
95,g095,100,[ 58  26   8   3 100  29   1   6  20   7   2  14  10],703,-3,2
96,g096,100,[ 51  15   4 100  61  39  20   5  59  41   9],713,-4,2
97,g097,100,[ 10   8 100  29   3  23  11   4  20   7   2   1],522,-3,7
98,g098,100,[ 56  20   7   1 100  52  48  11  51  49   2],700,-2,2
99,g099,100,[ 50  32   5  14  11   9   2  47  12   7   4   1 100],349,-1,1
100,g100,100,[ 12   7   2  38  10   3   1 100  45],263,0,1
101,g101,100,[ 23   9   6 100  57   7   2  47   8  52  10   3],624,-4,2
102,g102,100,[ 35  13   8 100  53  47  57  16  10  55  45],739,-5,1
103,g103,100,[ 42  25   6 100  57   7   2  76  24  18   1  51   9],721,-4,2
104,g104,100,[ 41  17   3   1 100  63  37  39  15  51  48],817,-4,2
105,g105,100,[ 51  32   5 100  57   7   3  21  52  10],647,-3,5
106,g106,100,[ 32  23  18   8 100  51  49  37  35  14   3  55  45   5   2],812,-2,4
107,g107,100,[ 19 100  57   7  15   6   5  52  10],582,-3,2
108,g108,100,[ 48  15  13 100  51  49   6   1  55  45   5   3   2],712,-3,10
109,g109,49,[49 20 10 16 11  5  4  2  9  1  6  8  3],177,-2,4
110,g110,100,[ 69  35   9  12   8   3   2   4   6   1 100],274,-1,1
111,g111,100,[ 59  21   6   2   4   3   9   1   5 100  52  48],412,0,1
112,g112,100,[  7   5 100  21   4   1   8   3  19],518,-2,4
113,g113,100,[  6   5 100  50  42  12   9   8  52  48],787,-1,1
114,g114,100,[  6   4 100  21   1  48  15  13  19   5   3  54],747,0,1
115,g115,100,[  6   2 100  52  48  68  28  11   1  51  49],717,-2,2
116,g116,100,[ 16 100  21   4  41   5  18   7   6],628,-4,4
117,g117,100,[ 26  13   6 100  53  47  18   4  99  50  49   2   1],668,-3,3
118,g118,100,[ 46  20  13   6   3 100  21   4   2  30  29  14  18   8   1],649,-2,2
119,g119,100,[ 37  30  19  11 100  55  45  20  10   2  99  53  46],827,-1,1
120,g120,100,[100  37   5   3   7   1  17  10  54  46],495,0,1
121,g121,100,[ 27  11   9   3 100  57   7   2  24   5  52  10],617,-3,3
122,g122,100,[ 51 100  53  47   9   4  50  16   1],741,-2,4
123,g123,100,[ 65  37  11 100  57   7   2  51  24  52  10   5],734,-4,1
124,g124,100,[ 48 100  52  67  32   9   2   1  50   7],768,-3,2
125,g125,100,[ 58  41   5 100  56   6   2  44  52  10   3   7   1],799,-2,4
126,g126,100,[ 84  46   9   6   4 100  53   1  52  51  49],1005,-1,1
127,g127,100,[ 59 100  57   7  22  51   9   4  99  52  46   1],907,0,1
128,g128,100,[ 84  47   8 100  51  49  59   1  99  52   2],799,-3,2
129,g129,100,[100  33  26  10   5   4   1],184,-3,4
130,g130,84,[84  2 12 67 43 14  5],305,-3,4
131,g131,74,[63  2 11  7  3  1 74 15  6],200,-2,2
132,g132,100,[100  36  20  10  23   4   1  86   8   5   2  18   6],427,-1,1
133,g133,100,[ 15  11   3   2   1  24   4  77 100  50],379,0,1
134,g134,68,[68 43 33 25 17  6  2 65 15 11  5  3  7],336,-2,4
135,g135,100,[ 76  43  14  21   4   3  79   6  15 100   9],374,-1,1
136,g136,100,[100  22   8  30   5   2  78  18   3  53  52   1],475,0,1
137,g137,100,[100  49  18   6  11   3  47   9   1   5],560,-4,2
138,g138,100,[100  56  44  24   1  60  40   4],635,-3,5
139,g139,100,[100  47  13   7  19  53   8   1  14   6   3],571,-2,4
140,g140,100,[100  56  43   1  63  44   3],766,-1,1
141,g141,100,[100  52  14   6  71  17  47  11   3  55],831,0,1
142,g142,100,[100  53  47  74   9   2  54  46],796,-1,1
143,g143,100,[100  56  18   9  59  52   2  99  50  49],939,0,1
144,g144,100,[100  51  48   1  52   8],609,-2,5
145,g145,50,[15  1 50 13  7  3],92,-2,2
146,g146,100,[100  48   3   1  62  10  47   6],681,-1,1
147,g147,100,[100  99  59  40  64  13  52  48  55  44],986,0,1
148,g148,100,[100  47   4   2  13   8   7  51   3   6],545,-2,2
149,g149,100,[100  53  46   1  99  45   2],602,-2,2
150,g150,100,[100  52   5   2  50  47   6],666,-1,1
151,g151,100,[100  57  43  65  15  50  51  49],980,0,1
152,g152,100,[100  54   5   3  66  15  52  17   1],643,-2,4
153,g153,100,[100  99  54  43   2  14   6  46   5],729,-1,1
154,g154,100,[  5   3  18   9   4 100  51],248,0,1
155,g155,100,[100  49  18   3  51  47   9   4   2   1],585,-3,5
156,g156,100,[100  54  46  64  50  16   8   4],692,-2,4
157,g157,100,[100  48  14   2  55  32  13   5  53   8   3],735,-1,1
158,g158,100,[100  54  46  73   5   1  51  49  55  45],979,0,1
159,g159,100,[100  52  14   3  54   5  47  11   2],690,-1,1
160,g160,100,[100  50  58   4   3  56  44  53  47],965,0,1
161,g161,100,[100  57  19   2  69  10   6  52   9   4   3],644,-2,5
162,g162,100,[100  56  44  17  13  58  42  10   2   1],656,-2,2
163,g163,100,[ 15   7   4 100  41   9  13   2],302,-1,1
164,g164,100,[100  47   7   3  42   4  51  50   1],759,0,1
165,g165,100,[100  99  50  48   1  45  42  24  15   3  51  49  10],837,-1,1
166,g166,100,[100  48   4   1   7  52  55  45],823,0,1
167,g167,100,[100  53  47  29   4   2  99  51  48   9],648,-3,1
168,g168,100,[100  52   6   4  28   5  47   2   1],578,-3,1
169,g169,100,[100  57  43  24   9   8  52  48  54   5   1],701,-2,2
170,g170,100,[100  57   5   3  41   1  52   4   2  83  46],697,-1,1
171,g171,100,[100  59  41  46   5  64   8],723,-3,1
172,g172,65,[50 15  9 65  4  2],145,-3,1
173,g173,64,[57 13  3 64  8  1],146,-3,1
174,g174,100,[100  39  13  11   8  64   2],239,-3,1
175,g175,65,[41 38 21 14  3 65  1],183,-2,8
176,g176,63,[20  2 63  5  1],111,-3,1
177,g177,63,[19  8  6 63  4],104,-3,1
178,g178,64,[48 64  6  5  1],124,-3,1
179,g179,65,[35  3 65  6  4  2],115,-3,1
180,g180,66,[49 18 14 13 66  2],179,-2,8
181,g181,52,[52 18  3 20  1],114,-1,1
182,g182,100,[100  38  11  10   8   2],171,-4,4
183,g183,41,[41],41,-5,3
184,g184,49,[49 28  1],127,-4,2
185,g185,41,[41 17  2],60,-3,1
186,g186,17,[ 9  1 17  2],29,-3,1
187,g187,25,[25  2  1],28,-4,1
188,g188,31,[31  4  3 17  1],63,-3,1
189,g189,31,[31  4 17],83,-2,1
190,g190,21,[21  9  7  2],39,-3,2
191,g191,1,[1],4,-4,1
192,g192,50,[50  1 17],86,-3,1
193,g193,57,[57 15 11  6],95,-4,1
194,g194,61,[61 11  1],76,-3,1
195,g195,100,[100  30  11  10   5  17   1],174,-2,1
196,g196,47,[47  1],95,-4,1
197,g197,45,[45 24 16  5  3  1],94,-4,1
198,g198,17,[ 7 17  1],25,-3,1
199,g199,28,[28 10  3],41,-4,1
200,g200,27,[27  7 17  6],101,-3,1
201,g201,41,[27 14  4 41 24],175,-2,1
202,g202,58,[58],58,-1,1
203,g203,100,[ 47  13  10 100  36   3],209,0,1
204,g204,82,[58 16 15  5  3 82 61 23 22],301,-2,1
205,g205,100,[100  37  16  11  10  82   2],260,-2,1
206,g206,82,[82 39 37  2],160,-1,1
207,g207,100,[100  45  10],155,0,1
208,g208,82,[82  2  1],87,-2,1
209,g209,82,[82 44 42  2],170,-1,1
210,g210,100,[100  38  18],156,0,1
211,g211,82,[82 24],106,-2,1
212,g212,82,[82  3  1],87,-2,1
213,g213,82,[82 37 36  1],156,-1,1
214,g214,100,[100  46   6],152,0,1
215,g215,82,[82  3  1],86,-2,1
216,g216,82,[82 43 38  1],246,-1,1
217,g217,100,[100  44   8],152,0,1
218,g218,82,[82  2],86,-2,1
219,g219,82,[82 42 40  2],166,-1,1
220,g220,100,[100  40  15],155,0,1
221,g221,100,[100   1],201,-2,1
222,g222,100,[100  47  10],157,-2,1
223,g223,100,[100  62  37   1],300,-1,1
224,g224,100,[100  44  15],159,-1,1
225,g225,100,[100  68  37  25   6],236,0,1
226,g226,100,[100   2],102,-2,1
227,g227,54,[54 18],126,-3,1
228,g228,40,[40  6],46,-4,1
229,g229,72,[72 12 10],94,-3,1
230,g230,100,[100  24],224,-2,1
231,g231,100,[100  32  30   2],164,-1,1
232,g232,100,[100  44   7],151,-1,1
233,g233,100,[100  72  39  29   4],244,0,1
234,g234,82,[82  2  1],87,-3,1
235,g235,82,[82 80 42 38],242,-2,1
236,g236,82,[82 66 24 21],214,-1,1
237,g237,100,[100  37  11],148,0,1
