,logic_gate,max,unique,sum,sum-max,Deep,Fanouts
138,g034,73,[73 41 31 22 10],260,187,-48,2
179,g033,68,[68 39 31 20  9  8],243,175,-48,2
148,g032,72,[72 35 27 26 11  8],251,179,-49,2
216,g031,66,[66 27 24 23 16  3],225,159,-49,2
132,g030,74,[74 36 26 24 14 10],258,184,-50,2
209,g029,66,[66 34 26 23  9  8],232,166,-50,2
164,g028,69,[69 41 28 22 13  6],248,179,-51,2
227,g027,65,[65 29 27 22  9  5],222,157,-51,2
125,g025,76,[76 36 29 24 16  7],264,188,-52,2
213,g026,66,[66 28 24 20 18  4],226,160,-52,2
163,g024,69,[69 44 30 19 14  6],251,182,-53,2
197,g023,67,[67 34 28 26  7  6],235,168,-53,2
151,g021,71,[71 38 30 23 10  8],251,180,-54,2
181,g022,68,[68 36 27 20 12  9],240,172,-54,2
147,g019,72,[72 35 26 25 11 10],251,179,-55,2
171,g020,69,[69 34 28 22 13  6],241,172,-55,2
208,g017,66,[66 34 24 10  8],232,166,-56,2
229,g018,64,[64 31 25 22  9  8],223,159,-56,2
167,g015,69,[69 36 26 22 11 10],243,174,-57,2
211,g016,66,[66 30 25 24 11  6],228,162,-57,2
183,g014,68,[68 34 26 25  9  8],238,170,-58,2
200,g013,67,[67 32 25 23 10  9],233,166,-58,2
189,g011,67,[67 37 31 21  9  6],238,171,-59,2
206,g012,66,[66 39 27 21 12  6],237,171,-59,2
141,g010,73,[73 34 27 25 12  9],253,180,-60,2
228,g009,64,[64 34 25 21  9],226,162,-60,2
155,g007,71,[71 29 27 23 15  6],242,171,-61,2
159,g008,70,[70 35 29 23 12  6],245,175,-61,2
188,g006,67,[67 37 25 21 12  9],238,171,-62,2
202,g005,67,[67 31 26 10  5],232,165,-62,2
177,g004,69,[69 33 10],112,43,-63,2
261,g003,31,[31  4],35,4,-63,1
262,g002,24,[24],24,0,-64,2
