,logic_gate,max,unique,sum,sum-max,Deep,Fanouts
60,g095,400,[400  82  18   7],907,507,-1,1
61,g097,400,[400  83  19   3],905,505,-1,1
62,g093,400,[400  81  17   3],901,501,-1,1
63,g091,400,[400  81  17   1],899,499,-1,1
81,g048,90,[90 14 11  5],120,30,-2,16
93,g136,88,[88 15 10  4],117,29,-2,16
146,g044,70,[70 45 24 15  6],160,90,-2,14
147,g082,67,[67 40 17 12 11],147,80,-2,14
159,g090,44,[44 12],56,12,-2,8
160,g130,44,[44 10],54,10,-2,8
152,g040,56,[56 39 15 14 10],134,78,-2,7
155,g012,52,[52 33 14 11  8],118,66,-2,7
158,g109,44,[44 34 18 11  5],112,68,-2,7
161,g099,43,[43 28 12 10  6],99,56,-2,7
162,g046,43,[43 25 11 10  4],93,50,-2,7
163,g074,42,[42 30 13 10  7],102,60,-2,7
156,g100,45,[45 19 10],74,29,-2,4
157,g120,45,[45 17  4],66,21,-2,4
164,g163,42,[42 19  6],67,25,-2,4
165,g145,42,[42 16  7],65,23,-2,4
168,g154,32,[32 13],45,13,-2,4
169,g129,32,[32  8],40,8,-2,4
170,g075,24,[24  7],31,7,-2,4
171,g111,24,[24  7],31,7,-2,4
148,g013,61,[61 47 21 16 10],155,94,-3,5
150,g110,58,[58 40 15 14 11],138,80,-3,5
153,g061,53,[53 37 14  9],127,74,-3,5
154,g042,52,[52 41 16 13 12],134,82,-3,5
149,g033,58,[58 44 21 15  8],146,88,-3,4
151,g089,56,[56 41 16 13 12],138,82,-3,4
64,g011,98,[98 89 51 27 11],276,178,-3,2
68,g002,98,[98 70 25 24 21],238,140,-3,2
70,g039,96,[96 85 41 30 14],266,170,-3,2
71,g036,96,[96 78 29 25 24],252,156,-3,2
76,g022,90,[90 81 40 32  9],252,162,-3,2
78,g016,90,[90 70 28 23 19],230,140,-3,2
83,g032,88,[88 77 41 30  6],242,154,-3,2
84,g026,88,[88 75 29 27 19],238,150,-3,2
85,g073,88,[88 73 34 28 11],234,146,-3,2
89,g064,88,[88 66 23 20],220,132,-3,2
96,g088,85,[85 79 37 32 10],243,158,-3,2
97,g081,85,[85 76 39 28  9],237,152,-3,2
98,g085,85,[85 69 27 21],223,138,-3,2
102,g078,85,[85 63 25 22 16],211,126,-3,2
108,g060,84,[84 72 37 27  8],228,144,-3,2
110,g051,84,[84 64 26 20 18],212,128,-3,2
114,g041,78,[78 26  8],112,34,-3,1
115,g047,77,[77 46 17  4],144,67,-3,1
116,g045,76,[76 26 18  6],126,50,-3,1
117,g132,76,[76 23 18  6],123,47,-3,1
121,g043,75,[75 26  8],117,42,-3,1
122,g133,75,[75 23  5],108,33,-3,1
126,g135,74,[74 23  5],102,28,-3,1
133,g134,73,[73 47 16  7],143,70,-3,1
166,g023,34,[34 24 11  9  4],82,48,-4,3
167,g131,33,[33 27 10  9  8],87,54,-4,3
65,g010,98,[98 77 36 24 17],252,154,-4,1
66,g000,98,[98 76 27 22],250,152,-4,1
67,g001,98,[98 76 27 25 24],250,152,-4,1
69,g003,98,[98 21],119,21,-4,1
72,g038,96,[96 74 29 23 22],244,148,-4,1
73,g034,96,[96 69 27 23 19],234,138,-4,1
74,g035,96,[96 69 26 22 21],234,138,-4,1
75,g037,96,[96 17],113,17,-4,1
77,g014,90,[90 71 28 22 21],232,142,-4,1
79,g021,90,[90 70 27 22 21],230,140,-4,1
80,g015,90,[90 58 20 19],206,116,-4,1
82,g017,90,[90 26],116,26,-4,1
86,g025,88,[88 68 28 25 15],224,136,-4,1
87,g024,88,[88 67 25 24 18],222,134,-4,1
88,g072,88,[88 67 24 19],222,134,-4,1
90,g062,88,[88 65 24 23 18],218,130,-4,1
91,g063,88,[88 65 23 22 20],218,130,-4,1
92,g031,88,[88 64 23 22 19],216,128,-4,1
94,g027,88,[88 26],114,26,-4,1
95,g065,88,[88 18],106,18,-4,1
99,g077,85,[85 68 26 21],221,136,-4,1
100,g080,85,[85 67 28 20 19],219,134,-4,1
101,g076,85,[85 63 23 21 19],211,126,-4,1
103,g084,85,[85 62 25 21 16],209,124,-4,1
104,g087,85,[85 61 23 22 16],207,122,-4,1
105,g083,85,[85 58 21 16],201,116,-4,1
106,g086,85,[85 26],111,26,-4,1
107,g079,85,[85 21],106,21,-4,1
109,g050,84,[84 67 27 13],218,134,-4,1
111,g049,84,[84 63 25 21 17],210,126,-4,1
112,g059,84,[84 59 21 20 18],202,118,-4,1
113,g052,84,[84 21],105,21,-4,1
119,g071,75,[75 56 26 19 11],187,112,-5,2
123,g068,74,[74 61 25 23 13],196,122,-5,2
130,g006,73,[73 56 21 20 15],185,112,-5,2
131,g058,73,[73 52 19 17 16],177,104,-5,2
136,g055,72,[72 56 20 18],184,112,-5,2
138,g009,72,[72 52 26 16 10],176,104,-5,2
141,g030,71,[71 55 28 16 11],181,110,-5,2
144,g020,70,[70 51 18 17 16],172,102,-5,2
118,g069,75,[75 59 28 17 14],193,118,-6,1
120,g070,75,[75 54 24 20 10],183,108,-6,1
124,g067,74,[74 54 23 16 15],182,108,-6,1
125,g066,74,[74 49 23 13],172,98,-6,1
127,g056,73,[73 60 22 19],193,120,-6,1
128,g057,73,[73 57 21 19 17],187,114,-6,1
129,g005,73,[73 56 25 18 13],185,112,-6,1
132,g004,73,[73 51 19 18 14],175,102,-6,1
134,g054,72,[72 58 24 18 16],188,116,-6,1
135,g007,72,[72 56 23 20 13],184,112,-6,1
137,g008,72,[72 52 22 15],176,104,-6,1
139,g053,72,[72 52 18 17],176,104,-6,1
140,g028,71,[71 58 27 17 14],187,116,-6,1
142,g029,71,[71 53 21 16],177,106,-6,1
143,g019,70,[70 56 22 20 14],182,112,-6,1
145,g018,70,[70 50 21 16 13],170,100,-6,1
