,logic_gate,max,unique,sum,Deep,Fanouts
110,g110,69,[69 35  9 12  8  3  2  4],145,-2,1
111,g111,59,[59 21  6  2  4  3  9  1],106,-2,1
112,g112,100,[  7   5 100  21   4   1   8   3],270,-1,1
113,g113,100,[  6   5 100  50  42  12   9   8],382,-3,1
114,g114,100,[  6   4 100  21   1  48  15  13],312,-2,1
115,g115,100,[  6   2 100  52  48  68  28  11   1],417,-1,1
116,g116,100,[ 16 100  21   4  41   5],387,0,1
117,g117,100,[ 26  13   6 100  53  47  18   4],367,-2,2
118,g118,100,[ 46  20  13   6   3 100  21   4   2  30  29  14],403,-2,3
119,g119,100,[ 37  30  19  11 100  55  45  20  10   2],429,-1,1
120,g120,100,[100  37   5   3   7   1  17  10],181,-2,1
121,g121,100,[ 27  11   9   3 100  57   7   2  24   5],345,-1,1
122,g122,100,[ 51 100  53  47   9   4],420,-3,1
123,g123,100,[ 65  37  11 100  57   7   2  51  24],465,-2,1
124,g124,100,[ 48 100  52  67  32   9   2   1],459,-1,1
125,g125,100,[ 58  41   5 100  56   6   2  44],517,0,1
126,g126,100,[ 84  46   9   6   4 100  53   1  52],501,-2,3
127,g127,100,[ 59 100  57   7  22],345,-3,2
128,g128,100,[ 84  47   8 100  51  49  59   1],499,-2,3
129,g129,100,[100  33  26  10   5],179,-4,1
130,g130,84,[84  2 12 67 43],281,-3,4
131,g131,74,[63  2 11  7  3  1 74 15],179,-3,1
132,g132,100,[100  36  20  10  23   4   1  86   8   5   2],295,-3,4
133,g133,77,[15 11  3  2  1 24  4 77],160,-2,3
134,g134,68,[68 43 33 25 17  6  2 65],292,-2,2
135,g135,79,[76 43 14 21  4  3 79  6],246,-2,2
136,g136,100,[100  22   8  30   5   2  78],245,-1,1
137,g137,100,[100  49  18   6  11   3],298,-3,2
138,g138,100,[100  56  44  24   1],325,-2,3
139,g139,100,[100  47  13   7  19],286,-3,2
140,g140,100,[100  56  43   1  63],363,-3,3
141,g141,100,[100  52  14   6  71  17],360,-4,1
142,g142,100,[100  53  47  74   9   2],394,-3,3
143,g143,100,[100  56  18   9  59],378,-2,4
144,g144,100,[100  51  48   1],301,-4,1
145,g145,50,[15  1 50],67,-3,3
146,g146,100,[100  48   3   1  62  10],324,-4,1
147,g147,100,[100  99  59  40  64  13],388,-3,3
148,g148,100,[100  47   4   2  13   8   7],281,-3,4
149,g149,100,[100  53  46   1],300,-4,1
150,g150,100,[100  52   5   2  50],309,-3,2
151,g151,100,[100  57  43  65  15],380,-4,1
152,g152,100,[100  54   5   3  66  15],361,-3,2
153,g153,100,[100  99  54  43   2  14   6],324,-3,3
154,g154,18,[ 5  3 18  9  4],39,-2,1
155,g155,100,[100  49  18   3  51],321,-2,5
156,g156,100,[100  54  46  64],364,-2,5
157,g157,100,[100  48  14   2  55  32  13   5],369,-2,1
158,g158,100,[100  54  46  73   5   1],379,-3,2
159,g159,100,[100  52  14   3  54   5],328,-3,2
160,g160,100,[100  50  58   4   3],365,-2,1
161,g161,100,[100  57  19   2  69  10   6],365,-1,3
162,g162,100,[100  56  44  17  13],343,-1,1
163,g163,100,[ 15   7   4 100  41   9],176,0,1
164,g164,100,[100  47   7   3  42],299,-1,4
165,g165,100,[100  99  50  48   1  45  42  24  15   3],427,-1,3
166,g166,100,[100  48   4   1   7],260,-3,1
167,g167,100,[100  53  47  29   4   2],335,-2,2
168,g168,100,[100  52   6   4  28   5],323,-1,1
169,g169,100,[100  57  43  24   9   8],341,-1,1
170,g170,100,[100  57   5   3  41   1],307,-2,2
171,g171,100,[100  59  41  46   5],351,-3,1
172,g172,50,[50 15  9],74,-2,1
173,g173,57,[57 13  3],73,-1,1
174,g174,100,[100  39  13  11   8],171,0,1
175,g175,41,[41 38 21 14  3],117,-1,3
176,g176,20,[20  2],42,-1,1
177,g177,19,[19  8  6],33,-1,1
178,g178,48,[48],48,-3,3
179,g179,35,[35  3],38,-3,1
180,g180,49,[49 18 14 13],107,-2,1
181,g181,52,[52 18  3],73,-1,1
182,g182,100,[100  38  11  10   8],167,0,1
183,g183,41,[41],41,-2,2
184,g184,49,[49 28],126,-1,3
185,g185,41,[41],41,-2,2
186,g186,9,[9 1],10,-3,1
187,g187,25,[25  2  1],28,-3,1
188,g188,31,[31  4  3],42,-2,2
189,g189,31,[31  4],66,-1,1
190,g190,21,[21  9  7],37,-1,1
191,g192,50,[50  1],51,-3,1
192,g193,57,[57 15 11  6],95,-2,1
193,g194,61,[61 11  1],73,-1,1
194,g195,100,[100  30  11  10   5],156,0,1
195,g196,47,[47  1],95,-2,2
196,g197,45,[45 24 16  5  3],93,-1,3
197,g198,7,[7],7,-3,1
198,g199,28,[28 10  3],41,-2,2
199,g200,27,[27  7],61,-1,1
200,g201,27,[27 14  4],45,-1,1
201,g203,47,[47 13 10],70,-2,1
202,g204,58,[58 16 15  5  3],97,-1,1
203,g205,100,[100  37  16  11  10],174,0,1
