,logic_gate,max,unique,sum,sum-max,Deep,Fanouts
165,g069,4,[4 2 1],7,3,-2,1
175,g357,4,[4 2],6,2,-2,1
240,g067,2,[2],4,2,-2,1
245,g131,2,[2 1],4,2,-2,1
274,g184,2,[2],2,0,-2,1
281,g381,2,[2],2,0,-2,1
285,g068,1,[1],3,2,-2,1
290,g237,1,[1],3,2,-2,1
307,g185,1,[1],2,1,-2,1
357,g366,1,[1],1,0,-2,1
43,g006,21,[21],21,0,-3,27
59,g033,15,[15],15,0,-3,26
44,g044,21,[21],21,0,-3,20
232,g170,2,[2 1],5,3,-3,5
99,g156,8,[8 3],11,3,-3,4
130,g025,6,[6],6,0,-3,4
98,g222,8,[8 3 1],12,4,-3,3
162,g211,4,[4],8,4,-3,3
331,g109,1,[1],1,0,-3,3
345,g249,1,[1],1,0,-3,3
109,g214,7,[7 2],9,2,-3,2
183,g113,4,[4],4,0,-3,2
185,g276,4,[4],4,0,-3,2
212,g065,3,[3 1],4,1,-3,2
29,g377,31,[31 12 11  2],56,25,-3,1
54,g196,15,[15  9  4  2],45,30,-3,1
55,g154,15,[15  5  2],37,22,-3,1
57,g062,15,[15  1],17,2,-3,1
58,g043,15,[15  1],16,1,-3,1
63,g280,14,[14  1],16,2,-3,1
64,g116,13,[13  3  2],18,5,-3,1
65,g168,13,[13  3  2],18,5,-3,1
67,g345,13,[13  3  1],17,4,-3,1
68,g192,13,[13  2],15,2,-3,1
70,g303,12,[12  2],16,4,-3,1
71,g231,11,[11  7  4  1],34,23,-3,1
72,g152,11,[11  4],23,12,-3,1
73,g086,11,[11  4  1],17,6,-3,1
76,g021,11,[11  1],12,1,-3,1
79,g053,10,[10  5],15,5,-3,1
81,g270,10,[10  3  1],14,4,-3,1
88,g253,9,[9 2 1],14,5,-3,1
89,g319,9,[9 3 1],14,5,-3,1
91,g225,9,[9 2 1],12,3,-3,1
93,g031,9,[9 1],11,2,-3,1
96,g205,9,[9],9,0,-3,1
104,g375,7,[7],14,7,-3,1
123,g216,6,[6 3],9,3,-3,1
124,g363,6,[6 3],9,3,-3,1
126,g259,6,[6 2],8,2,-3,1
128,g206,6,[6 1],7,1,-3,1
133,g097,6,[6],6,0,-3,1
140,g376,5,[5 2],9,4,-3,1
145,g124,5,[5 2],7,2,-3,1
147,g230,5,[5 2],7,2,-3,1
153,g350,5,[5 1],6,1,-3,1
154,g370,5,[5 1],6,1,-3,1
174,g153,4,[4 1],6,2,-3,1
179,g219,4,[4 1],5,1,-3,1
182,g372,4,[4 1],5,1,-3,1
199,g275,3,[3 2 1],6,3,-3,1
200,g321,3,[3],6,3,-3,1
220,g371,3,[3 1],4,1,-3,1
226,g362,3,[3],3,0,-3,1
230,g066,2,[2 1],5,3,-3,1
247,g180,2,[2 1],4,2,-3,1
255,g356,2,[2],4,2,-3,1
272,g130,2,[2],2,0,-3,1
318,g322,1,[1],2,1,-3,1
334,g127,1,[1],1,0,-3,1
340,g183,1,[1],1,0,-3,1
356,g352,1,[1],1,0,-3,1
157,g079,4,[4 1],9,5,-4,4
304,g169,1,[1],2,1,-4,4
325,g039,1,[1],1,0,-4,4
151,g202,5,[5 1],6,1,-4,3
211,g061,3,[3 1],4,1,-4,3
229,g161,2,[2],6,4,-4,3
231,g111,2,[2 1],5,3,-4,3
158,g228,4,[4 1],9,5,-4,2
172,g092,4,[4 2],6,2,-4,2
187,g313,4,[4],4,0,-4,2
208,g318,3,[3 1],5,2,-4,2
210,g054,3,[3 1],4,1,-4,2
221,g023,3,[3],3,0,-4,2
237,g022,2,[2],4,2,-4,2
260,g118,2,[2 1],3,1,-4,2
313,g268,1,[1],2,1,-4,2
332,g112,1,[1],1,0,-4,2
61,g042,14,[14  2  1],17,3,-4,1
75,g278,11,[11  3  1],15,4,-4,1
77,g279,10,[10  9  5  2],26,16,-4,1
80,g049,10,[10  3  1],14,4,-4,1
82,g140,10,[10  2  1],13,3,-4,1
83,g059,10,[10  1],11,1,-4,1
92,g344,9,[9 2 1],12,3,-4,1
94,g167,9,[9 1],10,1,-4,1
100,g317,8,[8 2 1],11,3,-4,1
101,g302,8,[8 2],10,2,-4,1
103,g269,7,[7 6 5],18,11,-4,1
105,g252,7,[7 3 1],11,4,-4,1
108,g115,7,[7 1],9,2,-4,1
111,g333,7,[7 1],8,1,-4,1
116,g107,6,[6 2 1],11,5,-4,1
117,g293,6,[6 3 1],11,5,-4,1
118,g163,6,[6 3 1],10,4,-4,1
119,g248,6,[6 3 1],10,4,-4,1
122,g151,6,[6 3],9,3,-4,1
132,g085,6,[6],6,0,-4,1
134,g096,5,[5 4 2 1],12,7,-4,1
137,g011,5,[5 3 1],9,4,-4,1
141,g037,5,[5 3],8,3,-4,1
143,g267,5,[5 1],8,3,-4,1
144,g052,5,[5 2],7,2,-4,1
148,g258,5,[5 2],7,2,-4,1
150,g144,5,[5 1],6,1,-4,1
159,g190,4,[4],8,4,-4,1
160,g191,4,[4],8,4,-4,1
166,g095,4,[4 2 1],7,3,-4,1
167,g204,4,[4 2 1],7,3,-4,1
168,g256,4,[4 2 1],7,3,-4,1
176,g028,4,[4 1],5,1,-4,1
177,g084,4,[4 1],5,1,-4,1
178,g195,4,[4 1],5,1,-4,1
180,g229,4,[4 1],5,1,-4,1
191,g224,3,[3 2],7,4,-4,1
198,g223,3,[3],6,3,-4,1
201,g339,3,[3 2 1],6,3,-4,1
206,g226,3,[3 1],5,2,-4,1
207,g262,3,[3 2],5,2,-4,1
213,g082,3,[3 1],4,1,-4,1
225,g349,3,[3],3,0,-4,1
249,g218,2,[2],4,2,-4,1
251,g274,2,[2],4,2,-4,1
254,g355,2,[2],4,2,-4,1
256,g369,2,[2 1],4,2,-4,1
263,g250,2,[2 1],3,1,-4,1
271,g123,2,[2],2,0,-4,1
276,g201,2,[2],2,0,-4,1
277,g215,2,[2],2,0,-4,1
278,g217,2,[2],2,0,-4,1
295,g020,1,[1],2,1,-4,1
306,g173,1,[1],2,1,-4,1
317,g312,1,[1],2,1,-4,1
319,g347,1,[1],2,1,-4,1
322,g027,1,[1],1,0,-4,1
339,g179,1,[1],1,0,-4,1
341,g210,1,[1],1,0,-4,1
347,g273,1,[1],1,0,-4,1
355,g348,1,[1],1,0,-4,1
218,g157,3,[3 1],4,1,-5,6
161,g194,4,[4],8,4,-5,5
90,g175,9,[9 3],12,3,-5,4
146,g199,5,[5 2],7,2,-5,3
242,g099,2,[2],4,2,-5,3
273,g149,2,[2],2,0,-5,3
336,g174,1,[1],1,0,-5,3
173,g103,4,[4 1],6,2,-5,2
228,g158,2,[2 1],6,4,-5,2
238,g041,2,[2],4,2,-5,2
291,g251,1,[1],3,2,-5,2
292,g263,1,[1],3,2,-5,2
298,g038,1,[1],2,1,-5,2
335,g150,1,[1],1,0,-5,2
343,g227,1,[1],1,0,-5,2
87,g048,9,[9 3],15,6,-5,1
102,g139,7,[7 3 1],19,12,-5,1
106,g315,7,[7 2],11,4,-5,1
107,g332,7,[7 3],10,3,-5,1
113,g148,6,[6 5],17,11,-5,1
115,g301,6,[6 3 2 1],12,6,-5,1
120,g330,6,[6 3 1],10,4,-5,1
121,g137,6,[6 2 1],9,3,-5,1
125,g247,6,[6 2],8,2,-5,1
127,g300,6,[6 1],8,2,-5,1
131,g055,6,[6],6,0,-5,1
136,g316,5,[5 2],12,7,-5,1
142,g162,5,[5 2 1],8,3,-5,1
149,g051,5,[5 1],6,1,-5,1
164,g036,4,[4 2 1],7,3,-5,1
181,g265,4,[4 1],5,1,-5,1
184,g143,4,[4],4,0,-5,1
186,g287,4,[4],4,0,-5,1
192,g010,3,[3],6,3,-5,1
197,g166,3,[3],6,3,-5,1
202,g102,3,[3 2],5,2,-5,1
204,g165,3,[3 2],5,2,-5,1
205,g203,3,[3 1],5,2,-5,1
217,g146,3,[3 1],4,1,-5,1
222,g094,3,[3],3,0,-5,1
234,g341,2,[2 1],5,3,-5,1
235,g008,2,[2 1],4,2,-5,1
239,g047,2,[2 1],4,2,-5,1
244,g114,2,[2 1],4,2,-5,1
246,g142,2,[2 1],4,2,-5,1
248,g213,2,[2 1],4,2,-5,1
250,g255,2,[2],4,2,-5,1
253,g354,2,[2],4,2,-5,1
258,g090,2,[2 1],3,1,-5,1
259,g110,2,[2 1],3,1,-5,1
261,g122,2,[2 1],3,1,-5,1
262,g221,2,[2 1],3,1,-5,1
264,g261,2,[2 1],3,1,-5,1
265,g292,2,[2 1],3,1,-5,1
269,g343,2,[2 1],3,1,-5,1
270,g077,2,[2],2,0,-5,1
279,g277,2,[2],2,0,-5,1
283,g083,1,[1],4,3,-5,1
288,g160,1,[1],3,2,-5,1
289,g209,1,[1],3,2,-5,1
293,g266,1,[1],3,2,-5,1
294,g311,1,[1],3,2,-5,1
296,g024,1,[1],2,1,-5,1
297,g026,1,[1],2,1,-5,1
301,g081,1,[1],2,1,-5,1
302,g106,1,[1],2,1,-5,1
305,g172,1,[1],2,1,-5,1
308,g198,1,[1],2,1,-5,1
309,g200,1,[1],2,1,-5,1
311,g257,1,[1],2,1,-5,1
312,g264,1,[1],2,1,-5,1
314,g271,1,[1],2,1,-5,1
320,g005,1,[1],1,0,-5,1
321,g019,1,[1],1,0,-5,1
323,g034,1,[1],1,0,-5,1
326,g040,1,[1],1,0,-5,1
327,g058,1,[1],1,0,-5,1
333,g121,1,[1],1,0,-5,1
337,g176,1,[1],1,0,-5,1
338,g178,1,[1],1,0,-5,1
342,g212,1,[1],1,0,-5,1
344,g246,1,[1],1,0,-5,1
346,g254,1,[1],1,0,-5,1
351,g334,1,[1],1,0,-5,1
352,g335,1,[1],1,0,-5,1
353,g336,1,[1],1,0,-5,1
354,g338,1,[1],1,0,-5,1
171,g087,4,[4 2],6,2,-6,4
257,g056,2,[2 1],3,1,-6,4
236,g014,2,[2],4,2,-6,3
324,g035,1,[1],1,0,-6,3
170,g045,4,[4 2],6,2,-6,2
188,g328,3,[3 2 1],11,8,-6,2
196,g138,3,[3],6,3,-6,2
203,g135,3,[3 1],5,2,-6,2
227,g100,2,[2],6,4,-6,2
252,g307,2,[2],4,2,-6,2
300,g078,1,[1],2,1,-6,2
349,g304,1,[1],1,0,-6,2
139,g147,5,[5 2],9,4,-6,1
152,g297,5,[5 1],6,1,-6,1
169,g299,4,[4 2 1],7,3,-6,1
190,g298,3,[3 2 1],9,6,-6,1
209,g329,3,[3 2],5,2,-6,1
214,g101,3,[3 1],4,1,-6,1
215,g136,3,[3 1],4,1,-6,1
216,g145,3,[3 1],4,1,-6,1
219,g286,3,[3 1],4,1,-6,1
233,g291,2,[2 1],5,3,-6,1
241,g089,2,[2 1],4,2,-6,1
243,g108,2,[2 1],4,2,-6,1
267,g314,2,[2 1],3,1,-6,1
268,g342,2,[2 1],3,1,-6,1
280,g353,2,[2],2,0,-6,1
282,g080,1,[1],4,3,-6,1
284,g340,1,[1],4,3,-6,1
286,g075,1,[1],3,2,-6,1
287,g120,1,[1],3,2,-6,1
299,g057,1,[1],2,1,-6,1
303,g164,1,[1],2,1,-6,1
310,g245,1,[1],2,1,-6,1
316,g289,1,[1],2,1,-6,1
328,g076,1,[1],1,0,-6,1
329,g091,1,[1],1,0,-6,1
330,g093,1,[1],1,0,-6,1
350,g331,1,[1],1,0,-6,1
224,g295,3,[3],3,0,-7,1
266,g296,2,[2 1],3,1,-7,1
315,g285,1,[1],2,1,-7,1
348,g288,1,[1],1,0,-7,1
189,g294,3,[3 1],10,7,-8,1
