,logic_gate,max,unique,sum,Deep,Fanouts
52,g0052,100,[100  53  39   8   6],206,-5,3
53,g0053,100,[100  27],227,-5,4
54,g0054,100,[100  66  42  13  11],232,-4,2
55,g0055,64,[64  7],71,-5,3
56,g0056,4,[4],8,-7,1
57,g0057,15,[15],15,-8,3
58,g0058,6,[6 2],8,-7,2
59,g0059,4,[4 2],10,-7,2
60,g0060,6,[6 3 1],10,-6,1
61,g0061,32,[32 24  1],57,-7,1
62,g0062,34,[34 24 18],76,-6,1
63,g0063,52,[52 10  4],66,-5,3
64,g0064,100,[100  48],148,-4,2
65,g0065,100,[100  54  38   9   7],208,-3,2
66,g0066,100,[100  16],216,-3,3
67,g0067,100,[100  74  42  19  13],248,-2,2
68,g0068,58,[58  7],65,-3,1
69,g0069,100,[100  41   3],144,-2,2
70,g0070,100,[100  92  52  31   9],284,-1,2
71,g0071,100,[100  26],226,-2,1
72,g0072,100,[100],100,-1,2
73,g0073,100,[100  90  50  28  12],280,0,1
74,g0074,100,[100  53  20  13],286,-11,8
75,g0075,93,[93 24 21 15],153,-11,3
76,g0076,100,[100   7],107,-10,3
77,g0077,100,[100  46  37   5   4],192,-9,3
78,g0078,100,[100  21],221,-9,3
79,g0079,100,[100  70  45  13  12],240,-8,2
80,g0080,67,[67  4],71,-9,3
81,g0081,12,[12  6  3],21,-10,4
82,g0082,42,[42  3],90,-10,4
83,g0083,52,[52 15  3],70,-9,4
84,g0084,100,[100  48],148,-8,2
85,g0085,100,[100  54  35  11   8],208,-7,3
86,g0086,100,[100  19],219,-7,4
87,g0087,100,[100  67  35  19  13],234,-6,2
88,g0088,66,[66  8],74,-7,3
89,g0089,4,[4],8,-9,1
90,g0090,20,[20  3],23,-10,3
91,g0091,9,[9 3],12,-9,2
92,g0092,8,[8 3 1],20,-9,2
93,g0093,10,[10  3  2  1],16,-8,4
94,g0094,33,[33 23  1],57,-9,1
95,g0095,38,[38 23 16  2],79,-8,4
96,g0096,53,[53 11  3],67,-7,4
97,g0097,100,[100  47],147,-6,2
98,g0098,100,[100  61  42  10   9],222,-5,3
99,g0099,100,[100  24],224,-5,4
100,g0100,100,[100  61  37  12],222,-4,2
101,g0101,74,[74 13],87,-5,3
102,g0102,1,[1],1,-7,1
103,g0103,16,[16],16,-8,3
104,g0104,10,[10  6],16,-7,2
105,g0105,9,[9 6 2],26,-7,2
106,g0106,6,[6 1],7,-6,1
107,g0107,25,[25 19  1],45,-7,1
108,g0108,30,[30 19 13],62,-6,1
109,g0109,54,[54 19  1],74,-5,3
110,g0110,100,[100  46],146,-4,2
111,g0111,100,[100  63  35  16  12],226,-3,2
112,g0112,100,[100  22],222,-3,3
113,g0113,100,[100  68  42  15  11],236,-2,2
114,g0114,72,[72  8],80,-3,1
115,g0115,100,[100  52   5],157,-2,2
116,g0116,100,[100  92  45  35  12],284,-1,2
117,g0117,100,[100  18],218,-2,1
118,g0118,100,[100],100,-1,2
119,g0119,100,[100  87  40   7],274,0,1
120,g0120,100,[100  55  23   4],282,-13,8
121,g0121,95,[95 24 20 14],153,-13,3
122,g0122,100,[100   5],105,-12,3
123,g0123,100,[100  46  39   4   3],192,-11,3
124,g0124,100,[100  18],218,-11,3
125,g0125,100,[100  72  44  14],244,-10,2
126,g0126,70,[70  1],71,-11,3
127,g0127,18,[18 13  4],35,-12,4
128,g0128,43,[43  2  1],89,-12,4
129,g0129,45,[45 11  4],60,-11,4
130,g0130,100,[100  54],154,-10,2
131,g0131,100,[100  51  35   9   7],202,-9,3
132,g0132,100,[100  25],225,-9,4
133,g0133,100,[100  70  44  14  12],240,-8,2
134,g0134,67,[67  7],74,-9,3
135,g0135,11,[11],22,-11,1
136,g0136,30,[30  7],37,-12,3
137,g0137,13,[13  5],18,-11,2
138,g0138,14,[14  5  1],34,-11,2
139,g0139,20,[20  9  5  4  1],39,-10,4
140,g0140,36,[36 23  2],61,-11,1
141,g0141,43,[43 23 13  9  2],90,-10,4
142,g0142,54,[54 13  5],72,-9,4
143,g0143,100,[100  46],146,-8,2
144,g0144,100,[100  53  32  11  10],206,-7,3
145,g0145,100,[100  25],225,-7,4
146,g0146,100,[100  71  48  14   9],242,-6,2
147,g0147,61,[61  7],68,-7,3
148,g0148,7,[7 2],11,-9,1
149,g0149,34,[34],34,-10,3
150,g0150,17,[17  8  1],26,-9,2
151,g0151,18,[18  8  1],45,-9,2
152,g0152,17,[17  3  2  1],24,-8,4
153,g0153,39,[39 24  5],68,-9,1
154,g0154,49,[49 24 20  3  1],97,-8,4
155,g0155,61,[61 12  4],77,-7,4
156,g0156,100,[100  39],139,-6,2
157,g0157,100,[100  53  31  15   7],206,-5,3
158,g0158,100,[100  27],227,-5,4
159,g0159,100,[100  67  46  13   8],234,-4,2
160,g0160,68,[68  8],76,-5,3
161,g0161,5,[5],5,-7,1
162,g0162,21,[21],21,-8,3
163,g0163,17,[17  8  1],26,-7,2
164,g0164,14,[14  8  1],37,-7,2
165,g0165,13,[13  4  1],18,-6,1
166,g0166,27,[27 24  3],54,-7,1
167,g0167,35,[35 24 16],75,-6,1
168,g0168,63,[63 15  5],83,-5,3
169,g0169,100,[100  37],137,-4,2
170,g0170,100,[100  64  33  23   8],228,-3,2
171,g0171,100,[100  15],215,-3,3
172,g0172,100,[100  59  36  15   8],218,-2,2
173,g0173,60,[60  6],66,-3,1
174,g0174,100,[100  45   1],146,-2,2
175,g0175,100,[100  93  43  42   8],286,-1,2
176,g0176,100,[100  30],230,-2,1
177,g0177,100,[100],100,-1,2
178,g0178,100,[100  86  41  36   9],272,0,1
179,g0179,100,[100  54  19   3],276,-15,8
180,g0180,94,[94 26 21 18],159,-15,3
181,g0181,100,[100   6],106,-14,3
182,g0182,100,[100  40  35   3   2],180,-13,3
183,g0183,100,[100  21],221,-13,3
184,g0184,100,[100  73  48  14  11],246,-12,2
185,g0185,72,[72  1],73,-13,3
186,g0186,19,[19 13  3],35,-14,4
187,g0187,48,[48  4  3],103,-14,4
188,g0188,46,[46 14  2],62,-13,4
189,g0189,100,[100  54],154,-12,2
190,g0190,100,[100  47  29  12   6],194,-11,3
191,g0191,100,[100  23],223,-11,4
192,g0192,100,[100  73  45  20   8],246,-10,2
193,g0193,70,[70  9],79,-11,3
194,g0194,11,[11  1],23,-13,1
195,g0195,35,[35  6],41,-14,3
196,g0196,15,[15  5  1],21,-13,2
197,g0197,14,[14  5],33,-13,2
198,g0198,24,[24 14  9  5],52,-12,4
199,g0199,40,[40 21  1],62,-13,1
200,g0200,47,[47 21 18 14  3],103,-12,4
201,g0201,50,[50 13  4],67,-11,4
202,g0202,100,[100  49],149,-10,2
203,g0203,100,[100  58  37  11  10],216,-9,3
204,g0204,100,[100  20],220,-9,4
205,g0205,100,[100  65  37  15  13],230,-8,2
206,g0206,71,[71  9],80,-9,3
207,g0207,12,[12  5  3  2],22,-11,1
208,g0208,29,[29],29,-12,3
209,g0209,13,[13  3  2],18,-11,2
210,g0210,14,[14  3  1],32,-11,2
211,g0211,26,[26 13  8  5  1],53,-10,4
212,g0212,36,[36 22  3],61,-11,1
213,g0213,45,[45 22 16 13  3],99,-10,4
214,g0214,52,[52 13  6],71,-9,4
215,g0215,100,[100  47],147,-8,2
216,g0216,100,[100  60  36  14  10],220,-7,3
217,g0217,100,[100  18],218,-7,4
218,g0218,100,[100  68  38  16  14],236,-6,2
219,g0219,67,[67  7],74,-7,3
220,g0220,14,[14  2  1],17,-9,1
221,g0221,31,[31],31,-10,3
222,g0222,13,[13  5  1],19,-9,2
223,g0223,16,[16  5],37,-9,2
224,g0224,24,[24  7  5  4],45,-8,4
225,g0225,31,[31 21  6],58,-9,1
226,g0226,38,[38 21 13  7  2],81,-8,4
227,g0227,53,[53 13  9],75,-7,4
228,g0228,100,[100  47],147,-6,2
229,g0229,100,[100  56  36  12   8],212,-5,3
230,g0230,100,[100  21],221,-5,4
231,g0231,100,[100  66  49  10   7],232,-4,2
232,g0232,59,[59  5],64,-5,3
233,g0233,13,[13  3],16,-7,1
234,g0234,24,[24],24,-8,3
235,g0235,13,[13  5  3],21,-7,2
236,g0236,12,[12  5  1],30,-7,2
237,g0237,17,[17  7  3],27,-6,1
238,g0238,28,[28 23  6],57,-7,1
239,g0239,32,[32 23 16],71,-6,1
240,g0240,64,[64 15 13],92,-5,3
241,g0241,100,[100  36],136,-4,2
242,g0242,100,[100  54  31  13  10],208,-3,2
243,g0243,100,[100  27],227,-3,3
244,g0244,100,[100  70  44  14  12],240,-2,2
245,g0245,59,[59  7],66,-3,1
246,g0246,100,[100  43   3],146,-2,2
247,g0247,100,[100  95  47  37  11],290,-1,2
248,g0248,100,[100  21],221,-2,1
249,g0249,100,[100],100,-1,2
250,g0250,100,[100  89  41  34  14],278,0,1
251,g0251,100,[100  55  21   7],283,-17,8
252,g0252,95,[95 27 19 18],159,-17,3
253,g0253,100,[100   5],105,-16,3
254,g0254,100,[100  41  35   5   1],182,-15,3
255,g0255,100,[100  24],224,-15,3
256,g0256,100,[100  72  50  14   8],244,-14,2
257,g0257,73,[73  2],75,-15,3
258,g0258,21,[21 18  2],41,-16,4
259,g0259,48,[48  3  1],100,-16,4
260,g0260,39,[39 10  1],50,-15,4
261,g0261,100,[100  60],160,-14,2
262,g0262,100,[100  48  35   7   6],196,-13,3
263,g0263,100,[100  29],229,-13,4
264,g0264,100,[100  71  49  12  10],242,-12,2
265,g0265,73,[73  5],78,-13,3
266,g0266,10,[10  1],21,-15,1
267,g0267,33,[33  5],38,-16,3
268,g0268,12,[12  4  1],17,-15,2
269,g0269,15,[15  4],34,-15,2
270,g0270,25,[25 14  9  3  2],53,-14,4
271,g0271,35,[35 19],54,-15,1
272,g0272,44,[44 19 14 13  3],93,-14,4
273,g0273,46,[46  7  3],56,-13,4
274,g0274,100,[100  53],153,-12,2
275,g0275,100,[100  49  29  10],198,-11,3
276,g0276,100,[100  18],218,-11,4
277,g0277,100,[100  73  43  18  12],246,-10,2
278,g0278,65,[65  8],73,-11,3
279,g0279,13,[13  5  3  1],22,-13,1
280,g0280,37,[37],37,-14,3
281,g0281,10,[10  3  2],15,-13,2
282,g0282,16,[16  3],35,-13,2
283,g0283,23,[23 11  4  2],40,-12,4
284,g0284,41,[41 21  3],65,-13,1
285,g0285,50,[50 21 17 11  3],102,-12,4
286,g0286,56,[56 12  6],74,-11,4
287,g0287,100,[100  42],142,-10,2
288,g0288,100,[100  58  35  13  10],216,-9,3
289,g0289,100,[100  24],224,-9,4
290,g0290,100,[100  66  42  14  10],232,-8,2
291,g0291,68,[68  8],76,-9,3
292,g0292,8,[8 4 1],13,-11,1
293,g0293,29,[29],29,-12,3
294,g0294,18,[18  7],25,-11,2
295,g0295,15,[15  7],37,-11,2
296,g0296,21,[21  8  4  3  1],37,-10,4
297,g0297,32,[32 22  3],57,-11,1
298,g0298,44,[44 22 13  8  3],90,-10,4
299,g0299,59,[59 13  4],76,-9,4
300,g0300,100,[100  40],140,-8,2
301,g0301,100,[100  61  33  17  11],222,-7,3
302,g0302,100,[100  15],215,-7,4
303,g0303,100,[100  62  39  12  11],224,-6,2
304,g0304,66,[66  7],73,-7,3
305,g0305,9,[9 2 1],12,-9,1
306,g0306,30,[30],30,-10,3
307,g0307,12,[12  6],18,-9,2
308,g0308,16,[16  6],38,-9,2
309,g0309,20,[20  5  3  2],32,-8,4
310,g0310,32,[32 19  3],54,-9,1
311,g0311,42,[42 19 13  5  1],80,-8,4
312,g0312,56,[56 10  5],71,-7,4
313,g0313,100,[100  44],144,-6,2
314,g0314,100,[100  58  36  13   9],216,-5,3
315,g0315,100,[100  26],226,-5,4
316,g0316,100,[100  68  41  14  13],236,-4,2
317,g0317,70,[70  9],79,-5,3
318,g0318,8,[8 4],12,-7,1
319,g0319,19,[19],19,-8,3
320,g0320,12,[12  7  1],20,-7,2
321,g0321,12,[12  7  1],32,-7,2
322,g0322,14,[14  4  1],19,-6,1
323,g0323,22,[22 19  2],43,-7,1
324,g0324,28,[28 19  9],56,-6,1
325,g0325,54,[54 14  8],76,-5,3
326,g0326,100,[100  46],146,-4,2
327,g0327,100,[100  57  33  13  11],214,-3,2
328,g0328,100,[100  23],223,-3,3
329,g0329,100,[100  67  44  12  11],234,-2,2
330,g0330,66,[66  7],73,-3,1
331,g0331,100,[100  47   2],149,-2,2
332,g0332,100,[100  93  43  38  12],286,-1,2
333,g0333,100,[100  19],219,-2,1
334,g0334,100,[100],100,-1,2
335,g0335,100,[100  94  44  36  14],288,0,1
336,g0336,100,[100  55  18   3],276,-19,8
337,g0337,95,[95 31 22 21],169,-19,3
338,g0338,100,[100   5],105,-18,3
339,g0339,100,[100  42  37   3   2],184,-17,3
340,g0340,100,[100  21],221,-17,3
341,g0341,100,[100  71  46  14  11],242,-16,2
342,g0342,72,[72],72,-17,3
343,g0343,30,[30 24  1],55,-18,4
344,g0344,60,[60  8  5],133,-18,4
345,g0345,41,[41  8  1],50,-17,4
346,g0346,100,[100  59],159,-16,2
347,g0347,100,[100  53  40  10   3],206,-15,3
348,g0348,100,[100  27],227,-15,4
349,g0349,100,[100  62  38  12],224,-14,2
350,g0350,71,[71  8],79,-15,3
351,g0351,18,[18],36,-17,1
352,g0352,42,[42  9],51,-18,3
353,g0353,12,[12  3],15,-17,2
354,g0354,21,[21  3],45,-17,2
355,g0355,31,[31 22  8  2  1],64,-16,4
356,g0356,49,[49 22],71,-17,1
357,g0357,58,[58 22 20  4],126,-16,4
358,g0358,48,[48 12  2],62,-15,4
359,g0359,100,[100  52],152,-14,2
360,g0360,100,[100  58  39  11   8],216,-13,3
361,g0361,100,[100  26],226,-13,4
362,g0362,100,[100  65  43  12  10],230,-12,2
363,g0363,73,[73  7],80,-13,3
364,g0364,14,[14  6  5],25,-15,1
365,g0365,42,[42],42,-16,3
366,g0366,17,[17  6  2],25,-15,2
367,g0367,21,[21  6],48,-15,2
368,g0368,27,[27 14  6  5  1],53,-14,4
369,g0369,37,[37 20  2],59,-15,1
370,g0370,46,[46 20 17 14  2],99,-14,4
371,g0371,48,[48 11  5],64,-13,4
372,g0372,100,[100  51],151,-12,2
373,g0373,100,[100  57  35  12  10],214,-11,3
374,g0374,100,[100  21],221,-11,4
375,g0375,100,[100  69  42  16  11],238,-10,2
376,g0376,66,[66  4],70,-11,3
377,g0377,10,[10  5  4  1],20,-13,1
378,g0378,40,[40],40,-14,3
379,g0379,13,[13  5  1],19,-13,2
380,g0380,16,[16  5],37,-13,2
381,g0381,28,[28 17 11  3],59,-12,4
382,g0382,43,[43 18  5],66,-13,1
383,g0383,54,[54 18 17 16  4],109,-12,4
384,g0384,57,[57 13  3],73,-11,4
385,g0385,100,[100  42],142,-10,2
386,g0386,100,[100  58  34  16   8],216,-9,3
387,g0387,100,[100  17],217,-9,4
388,g0388,100,[100  60  39  11  10],220,-8,2
389,g0389,62,[62  4],66,-9,3
390,g0390,12,[12  2  1],15,-11,1
391,g0391,30,[30],30,-12,3
392,g0392,9,[9 5 1],15,-11,2
393,g0393,20,[20  5],45,-11,2
394,g0394,25,[25 10  7  3  1],46,-10,4
395,g0395,33,[33 23  3],59,-11,1
396,g0396,42,[42 23 14 10  3],92,-10,4
397,g0397,61,[61 12  9],82,-9,4
398,g0398,100,[100  39],139,-8,2
399,g0399,100,[100  65  42  14   9],230,-7,3
400,g0400,100,[100  20],220,-7,4
401,g0401,100,[100  62  29  18  15],224,-6,2
402,g0402,68,[68  8],76,-7,3
403,g0403,6,[6 2 1],10,-9,1
404,g0404,25,[25],25,-10,3
405,g0405,11,[11  8  1],20,-9,2
406,g0406,14,[14  8  2],38,-9,2
407,g0407,17,[17  6  4  2  1],30,-8,4
408,g0408,32,[32 22  6],60,-9,1
409,g0409,40,[40 22 16  6  1],85,-8,4
410,g0410,58,[58 13  4],75,-7,4
411,g0411,100,[100  42],142,-6,2
412,g0412,100,[100  67  41  14  12],234,-5,3
413,g0413,100,[100  27],227,-5,4
414,g0414,100,[100  58  39  13   6],216,-4,2
415,g0415,67,[67  5],72,-5,3
416,g0416,5,[5 1],6,-7,1
417,g0417,20,[20],20,-8,3
418,g0418,12,[12  5],17,-7,2
419,g0419,11,[11  5],27,-7,2
420,g0420,14,[14  3  1],18,-6,1
421,g0421,28,[28 22  3],53,-7,1
422,g0422,37,[37 22 18],77,-6,1
423,g0423,57,[57 11  5],73,-5,3
424,g0424,100,[100  43],143,-4,2
425,g0425,100,[100  58  34  14  10],216,-3,2
426,g0426,100,[100  22],222,-3,3
427,g0427,100,[100  64  47   9   8],228,-2,2
428,g0428,64,[64  7],71,-3,1
429,g0429,100,[100  43   6],149,-2,2
430,g0430,100,[100  90  44  35  11],280,-1,2
431,g0431,100,[100  24],224,-2,1
432,g0432,100,[100],100,-1,2
433,g0433,100,[100  90  44  35  11],280,0,1
434,g0434,100,[100  56  19   3],278,-21,8
435,g0435,96,[96 27 21 15],159,-21,3
436,g0436,100,[100   4],104,-20,3
437,g0437,100,[100  43  38   3   2],186,-19,3
438,g0438,100,[100  21],221,-19,3
439,g0439,100,[100  72  47  13  12],244,-18,2
440,g0440,71,[71  2],73,-19,3
441,g0441,24,[24 22  1],47,-20,4
442,g0442,56,[56  3  1],116,-20,4
443,g0443,41,[41 10  1],52,-19,4
444,g0444,100,[100  58],158,-18,2
445,g0445,100,[100  49  36   9   4],198,-17,3
446,g0446,100,[100  26],226,-17,4
447,g0447,100,[100  63  38  17   8],226,-16,2
448,g0448,62,[62  7],69,-17,3
449,g0449,21,[21],42,-19,1
450,g0450,43,[43  7],50,-20,3
451,g0451,10,[10  3],13,-19,2
452,g0452,14,[14  3],31,-19,2
453,g0453,30,[30 19  6  4  1],60,-18,4
454,g0454,47,[47 22],69,-19,1
455,g0455,55,[55 22 19  5],120,-18,4
456,g0456,53,[53 12  5],70,-17,4
457,g0457,100,[100  47],147,-16,2
458,g0458,100,[100  59  44  10   5],218,-15,3
459,g0459,100,[100  21],221,-15,4
460,g0460,100,[100  63  36  15  12],226,-14,2
461,g0461,65,[65  8],73,-15,3
462,g0462,19,[19 11  8  1],39,-17,1
463,g0463,43,[43],43,-18,3
464,g0464,16,[16 10  3],29,-17,2
465,g0465,19,[19 10],48,-17,2
466,g0466,35,[35 21  8  2  1],67,-16,4
467,g0467,47,[47 24  4],75,-17,1
468,g0468,62,[62 24 21 17  7],131,-16,4
469,g0469,57,[57 11  4],72,-15,4
470,g0470,100,[100  42],142,-14,2
471,g0471,100,[100  66  43  14   9],232,-13,3
472,g0472,100,[100  28],228,-13,4
473,g0473,100,[100  52  32  11   9],204,-12,2
474,g0474,69,[69  8],77,-13,3
475,g0475,22,[22 10  6  2],40,-15,1
476,g0476,38,[38],38,-16,3
477,g0477,13,[13  4  2],19,-15,2
478,g0478,19,[19  4],42,-15,2
479,g0479,36,[36 19  7  3],68,-14,4
480,g0480,44,[44 26  1],71,-15,1
481,g0481,56,[56 26 19 18  5],124,-14,4
482,g0482,57,[57 16  4],77,-13,4
483,g0483,100,[100  43],143,-12,2
484,g0484,100,[100  69  43  16  10],238,-11,3
485,g0485,100,[100  11],211,-11,4
486,g0486,100,[100  64  37  17  10],228,-10,2
487,g0487,60,[60  4],64,-11,3
488,g0488,20,[20  6  5  3],34,-13,1
489,g0489,45,[45],45,-14,3
490,g0490,19,[19  6  5],30,-13,2
491,g0491,17,[17  5  1],40,-13,2
492,g0492,34,[34 15  8  6  3],66,-12,4
493,g0493,43,[43 25  3],71,-13,1
494,g0494,53,[53 25 16 15  4],113,-12,4
495,g0495,58,[58 10],78,-11,4
496,g0496,100,[100  42],142,-10,2
497,g0497,100,[100  54  36  10   8],208,-9,3
498,g0498,100,[100  25],225,-9,4
499,g0499,100,[100  67  39  17  11],234,-8,2
500,g0500,62,[62 11],73,-9,3
501,g0501,13,[13  4  3  2],22,-11,1
502,g0502,34,[34],34,-12,3
503,g0503,13,[13  6  3],22,-11,2
504,g0504,17,[17  6  1],41,-11,2
505,g0505,20,[20  8  5  4  3],40,-10,4
506,g0506,41,[41 27  8],76,-11,1
507,g0507,44,[44 27 14  8],93,-10,4
508,g0508,64,[64 17  7],88,-9,4
509,g0509,100,[100  35],135,-8,2
510,g0510,100,[100  62  35  15  12],224,-7,3
511,g0511,100,[100  21],221,-7,4
512,g0512,100,[100  65  40  13  12],230,-6,2
513,g0513,58,[58  5],63,-7,3
514,g0514,9,[9 3 1],14,-9,1
515,g0515,32,[32],32,-10,3
516,g0516,19,[19  9  2],30,-9,2
517,g0517,16,[16  9],41,-9,2
518,g0518,21,[21  6  4  3],34,-8,4
519,g0519,34,[34 23  7],64,-9,1
520,g0520,44,[44 23 18  4  1],90,-8,4
521,g0521,67,[67 13  6],86,-7,4
522,g0522,100,[100  33],133,-6,2
523,g0523,100,[100  69  44  21   4],238,-5,3
524,g0524,100,[100  20],220,-5,4
525,g0525,100,[100  47  28  12   7],194,-4,2
526,g0526,64,[64  4],68,-5,3
527,g0527,6,[6 2],8,-7,1
528,g0528,20,[20],20,-8,3
529,g0529,13,[13  8  2],23,-7,2
530,g0530,13,[13  8],34,-7,2
531,g0531,16,[16  3  1],20,-6,1
532,g0532,30,[30 26  4],60,-7,1
533,g0533,40,[40 26 17],83,-6,1
534,g0534,58,[58  8  6],72,-5,3
535,g0535,100,[100  42],142,-4,2
536,g0536,100,[100  71  49  11],242,-3,2
537,g0537,100,[100  20],220,-3,3
538,g0538,100,[100  58  33  18   7],216,-2,2
539,g0539,65,[65  4],69,-3,1
540,g0540,100,[100  44   7],151,-2,2
541,g0541,100,[100  88  42  37   9],276,-1,2
542,g0542,100,[100  26],226,-2,1
543,g0543,100,[100],100,-1,2
544,g0544,100,[100  89  43  38   8],278,0,1
545,g0545,100,[100  51  24   2],277,-23,8
546,g0546,91,[91 24 17 13],145,-23,3
547,g0547,100,[100   9],109,-22,3
548,g0548,100,[100  40  36   3   1],180,-21,3
549,g0549,100,[100  23],223,-21,3
550,g0550,100,[100  72  49  12  11],244,-20,2
551,g0551,72,[72  3],75,-21,3
552,g0552,28,[28 24  2],54,-22,4
553,g0553,58,[58  2],120,-22,4
554,g0554,43,[43 13],56,-21,4
555,g0555,100,[100  57],157,-20,2
556,g0556,100,[100  52  37  12   3],204,-19,3
557,g0557,100,[100  26],226,-19,4
558,g0558,100,[100  65  40  14  11],230,-18,2
559,g0559,63,[63  5],68,-19,3
560,g0560,23,[23  2],48,-21,1
561,g0561,41,[41  9],50,-22,3
562,g0562,11,[11  2],15,-21,2
563,g0563,18,[18  2],38,-21,2
564,g0564,32,[32 21  6  1],66,-20,4
565,g0565,49,[49 25],74,-21,1
566,g0566,56,[56 25 21 16  4],122,-20,4
567,g0567,48,[48  7  6],61,-19,4
568,g0568,100,[100  51],151,-18,2
569,g0569,100,[100  50  38   8   4],200,-17,3
570,g0570,100,[100  25],225,-17,4
571,g0571,100,[100  70  47  12  11],240,-16,2
572,g0572,63,[63  9],72,-17,3
573,g0573,13,[13  6  4  2],25,-19,1
574,g0574,43,[43],43,-20,3
575,g0575,11,[11  5  2],18,-19,2
576,g0576,19,[19  5  1],44,-19,2
577,g0577,27,[27 19 11  2  1],60,-18,4
578,g0578,53,[53 28  5],86,-19,1
579,g0579,62,[62 28 23 19  6],138,-18,4
580,g0580,59,[59 12  2],73,-17,4
581,g0581,100,[100  41],141,-16,2
582,g0582,100,[100  57  35  16   6],214,-15,3
583,g0583,100,[100  27],227,-15,4
584,g0584,100,[100  65  44  16   5],230,-14,2
585,g0585,52,[52  5],57,-15,3
586,g0586,17,[17  4  3],27,-17,1
587,g0587,47,[47],47,-18,3
588,g0588,16,[16  6  3],25,-17,2
589,g0589,20,[20  6],46,-17,2
590,g0590,33,[33 17 12  5  3],70,-16,4
591,g0591,50,[50 26  2],78,-17,1
592,g0592,58,[58 26 23 17  4],128,-16,4
593,g0593,65,[65 10  8],83,-15,4
594,g0594,100,[100  34],134,-14,2
595,g0595,100,[100  51  33  11   7],202,-13,3
596,g0596,100,[100  21],221,-13,4
597,g0597,100,[100  64  47   9   8],228,-12,2
598,g0598,64,[64 11],75,-13,3
599,g0599,9,[9 3 2 1],15,-15,1
600,g0600,38,[38],38,-16,3
601,g0601,19,[19 12  2],33,-15,2
602,g0602,25,[25 12  1],63,-15,2
603,g0603,28,[28 12  8  3  1],52,-14,4
604,g0604,45,[45 31  9],85,-15,1
605,g0605,57,[57 31 21 12  1],122,-14,4
606,g0606,68,[68 16  4],88,-13,4
607,g0607,100,[100  31],131,-12,2
608,g0608,100,[100  63  30  18  15],226,-11,3
609,g0609,100,[100  22],222,-11,4
610,g0610,100,[100  70  39  18  13],240,-10,2
611,g0611,67,[67  7],74,-11,3
612,g0612,12,[12  4  2  1],19,-13,1
613,g0613,33,[33],33,-14,3
614,g0614,10,[10  5  1],16,-13,2
615,g0615,15,[15  5],35,-13,2
616,g0616,29,[29 19 12  2],62,-12,4
617,g0617,41,[41 24  2],67,-13,1
618,g0618,54,[54 24 19 17  8],122,-12,4
619,g0619,54,[54 11  4],69,-11,4
620,g0620,100,[100  46],146,-10,2
621,g0621,100,[100  58  37  15   6],216,-9,3
622,g0622,100,[100  21],221,-9,4
623,g0623,100,[100  61  36  13  12],222,-8,2
624,g0624,65,[65  6],71,-9,3
625,g0625,14,[14  5  3  1],23,-11,1
626,g0626,36,[36],36,-12,3
627,g0627,14,[14  5  2],21,-11,2
628,g0628,16,[16  5  2],39,-11,2
629,g0629,28,[28 12  7  3],50,-10,4
