,logic_gate,max,unique,sum,sum-max,Deep,Fanouts
85,g2124,400,[400 242],1042,642,-1,2
168,g1695,400,[400 265 157  56  52],930,530,-1,2
522,g2016,400,[400 244 164  46  34],888,488,-1,2
532,g1826,400,[400 243 146  56  41],886,486,-1,2
595,g1933,400,[400 233 143  52  38],866,466,-1,2
622,g2075,400,[400 216 116  66  34],832,432,-1,2
678,g2110,400,[400 158  95  46  17],716,316,-1,2
910,g0019,400,[400  94],494,94,-1,2
911,g0008,400,[400  93],493,93,-1,2
930,g0039,400,[400],400,0,-1,2
931,g0072,400,[400],400,0,-1,2
932,g0118,400,[400],400,0,-1,2
933,g0177,400,[400],400,0,-1,2
934,g0249,400,[400],400,0,-1,2
935,g0334,400,[400],400,0,-1,2
936,g0432,400,[400],400,0,-1,2
937,g0543,400,[400],400,0,-1,2
938,g0667,400,[400],400,0,-1,2
939,g0804,400,[400],400,0,-1,2
940,g0954,400,[400],400,0,-1,2
941,g1117,400,[400],400,0,-1,2
100,g2099,400,[400 184],984,584,-1,1
101,g2113,400,[400 181],981,581,-1,1
116,g1981,400,[400 167],967,567,-1,1
117,g2078,400,[400 167],967,567,-1,1
126,g1886,400,[400 157],957,557,-1,1
130,g2052,400,[400 156],956,556,-1,1
137,g1624,400,[400 152],952,552,-1,1
139,g1829,400,[400 149],949,549,-1,1
146,g1698,400,[400 146],946,546,-1,1
154,g2019,400,[400 140],940,540,-1,1
155,g1936,400,[400 139],939,539,-1,1
159,g1767,400,[400 135],935,535,-1,1
443,g1457,400,[400 248 166  47  35],896,496,-1,1
599,g1458,400,[400  64],864,464,-1,1
953,g0002,375,[375  91  82  76],624,249,-1,1
958,g2119,342,[342  27],369,27,-1,1
264,g1285,400,[400 110],910,510,-2,3
36,g1879,400,[400 351 164 142  45],1102,702,-2,2
39,g1760,400,[400 349 154 151  44],1098,698,-2,2
40,g1974,400,[400 349 156 147  46],1098,698,-2,2
43,g1604,400,[400 347 154 145  48],1094,694,-2,2
55,g2045,400,[400 344 163 135  46],1088,688,-2,2
75,g2107,400,[400 334 248  75  11],1068,668,-2,2
80,g2092,400,[400 327 192 106  29],1054,654,-2,2
118,g0015,400,[400 283 187  53  43],966,566,-2,2
135,g2072,400,[400 277 186  59  32],954,554,-2,2
149,g0067,400,[400 271 166  65  40],942,542,-2,2
180,g0034,400,[400 261 161  56  44],922,522,-2,2
223,g1446,400,[400 257 158  55  44],914,514,-2,2
233,g0113,400,[400 256 160  49  47],912,512,-2,2
267,g1930,400,[400 255 151  54  50],910,510,-2,2
340,g0244,400,[400 251 160  48  43],902,502,-2,2
363,g2013,400,[400 251 159  49  43],902,502,-2,2
399,g2115,400,[400  99],899,499,-2,2
416,g1284,400,[400 249 170  42  37],898,498,-2,2
487,g0538,400,[400 245 159  48  38],890,490,-2,2
539,g0662,400,[400 242 140  58  44],884,484,-2,2
545,g1823,400,[400 242 153  45  44],884,484,-2,2
560,g0949,400,[400 239 146  49  44],878,478,-2,2
571,g0172,400,[400 237 144  47  46],874,474,-2,2
577,g1692,400,[400 237 140  50  47],874,474,-2,2
586,g0427,400,[400 234 138  53  43],868,468,-2,2
592,g0799,400,[400 233 159  40  34],866,466,-2,2
603,g0329,400,[400 230 134  51  45],860,460,-2,2
617,g1112,400,[400 221 132  49  40],842,442,-2,2
693,g2118,400,[400 282],682,282,-2,2
700,g2109,400,[400 231  11],642,242,-2,2
708,g0017,400,[400 232   7],639,239,-2,2
730,g0036,400,[400 207  10],617,217,-2,2
756,g2095,400,[400 192],592,192,-2,2
758,g2015,400,[400 173  18],591,191,-2,2
760,g2074,400,[400 165  26],591,191,-2,2
771,g0331,400,[400 160  24],584,184,-2,2
775,g0174,400,[400 162  18],580,180,-2,2
776,g0069,400,[400 168  11],579,179,-2,2
777,g0115,400,[400 166  13],579,179,-2,2
781,g0664,400,[400 152  25],577,177,-2,2
782,g1825,400,[400 149  28],577,177,-2,2
784,g0801,400,[400 139  35],574,174,-2,2
791,g1694,400,[400 138  32],570,170,-2,2
799,g0951,400,[400 141  26],567,167,-2,2
800,g1932,400,[400 146  21],567,167,-2,2
806,g0246,400,[400 141  23],564,164,-2,2
815,g2048,400,[400 162],562,162,-2,2
820,g0540,400,[400 129  30],559,159,-2,2
824,g1114,400,[400 136  23],559,159,-2,2
837,g1614,400,[400 156],556,156,-2,2
853,g0429,400,[400 129  23],552,152,-2,2
861,g1456,400,[400 151],551,151,-2,2
870,g1882,400,[400 149],549,149,-2,2
896,g1977,400,[400 139],539,139,-2,2
900,g1763,400,[400 137],537,137,-2,2
925,g0006,400,[400  20],420,20,-2,2
998,g2097,286,[286  32],318,32,-2,2
1005,g2111,280,[280  48],608,328,-2,2
1044,g1766,265,[265  80  49],394,129,-2,2
1052,g1979,263,[263  35],298,35,-2,2
1059,g1935,261,[261  81  41],383,122,-2,2
1066,g2018,260,[260  92  40],392,132,-2,2
1100,g2076,255,[255  35],545,290,-2,2
1111,g1697,254,[254  84  33],371,117,-2,2
1116,g1884,253,[253  34],287,34,-2,2
1126,g1828,251,[251  62  45],358,107,-2,2
1152,g1623,248,[248 141  36  28],453,205,-2,2
1158,g1827,247,[247  36],530,283,-2,2
1190,g2051,244,[244  81  25],350,106,-2,2
1203,g1885,243,[243  70  43],356,113,-2,2
1232,g1934,241,[241  47],529,288,-2,2
1290,g2017,234,[234  33],501,267,-2,2
1299,g1980,233,[233  61  44],338,105,-2,2
1300,g2077,233,[233  65  35],333,100,-2,2
1312,g2050,232,[232  37],269,37,-2,2
1328,g1616,227,[227  25],252,25,-2,2
1333,g1765,225,[225  26],251,26,-2,2
1340,g1696,221,[221  31],473,252,-2,2
1348,g2112,219,[219  68  36],323,104,-2,2
1354,g2098,216,[216  56  49],321,105,-2,2
330,g0038,400,[400 103],903,503,-2,1
366,g0542,400,[400 101],901,501,-2,1
394,g0803,400,[400  99],899,499,-2,1
401,g0117,400,[400  98],898,498,-2,1
405,g0333,400,[400  98],898,498,-2,1
450,g0953,400,[400  95],895,495,-2,1
455,g0666,400,[400  94],894,494,-2,1
476,g1116,400,[400  92],892,492,-2,1
483,g0248,400,[400  91],891,491,-2,1
501,g0431,400,[400  89],889,489,-2,1
525,g0071,400,[400  86],886,486,-2,1
547,g0176,400,[400  83],883,483,-2,1
942,g2120,400,[400],400,0,-2,1
972,g2122,322,[322  29],351,29,-2,1
1209,g1287,243,[243  28],271,28,-2,1
1552,g2123,158,[158  46  30],234,76,-2,1
30,g0004,400,[400 195  85  24],1104,704,-3,6
909,g1445,400,[400  95],495,95,-3,4
205,g0171,400,[400 117],917,517,-3,3
212,g0798,400,[400 116],916,516,-3,3
216,g0066,400,[400 115],915,515,-3,3
217,g1111,400,[400 115],915,515,-3,3
237,g0537,400,[400 112],912,512,-3,3
257,g0661,400,[400 110],910,510,-3,3
269,g0426,400,[400 109],909,509,-3,3
276,g0948,400,[400 108],908,508,-3,3
337,g0112,400,[400 102],902,502,-3,3
371,g0033,400,[400 100],900,500,-3,3
373,g0328,400,[400 100],900,500,-3,3
433,g0243,400,[400  96],896,496,-3,3
467,g0014,400,[400  93],893,493,-3,3
5,g1972,400,[400 366 173 138  55],1132,732,-3,2
6,g2090,400,[400 366 231 108  27],1132,732,-3,2
19,g1877,400,[400 355 167 146  42],1110,710,-3,2
44,g1758,400,[400 347 151 149  47],1094,694,-3,2
51,g2043,400,[400 346 165 132  49],1092,692,-3,2
64,g1602,400,[400 340 153 138  49],1080,680,-3,2
174,g1690,400,[400 263 159  53  51],926,526,-3,2
184,g1928,400,[400 261 149  62  50],922,522,-3,2
214,g1110,400,[400 258 174  45  39],916,516,-3,2
236,g0327,400,[400 256 166  49  41],912,512,-3,2
259,g0797,400,[400 255 163  54  38],910,510,-3,2
283,g2106,400,[400 108],908,508,-3,2
310,g1822,400,[400 105],905,505,-3,2
335,g2071,400,[400 103],903,503,-3,2
344,g0425,400,[400 251 165  44  42],902,502,-3,2
358,g1821,400,[400 251 162  48  41],902,502,-3,2
362,g2012,400,[400 102],902,502,-3,2
377,g0660,400,[400 250 160  48  42],900,500,-3,2
430,g1691,400,[400  97],897,497,-3,2
432,g0170,400,[400 248 157  53  38],896,496,-3,2
486,g0536,400,[400 245 160  43  42],890,490,-3,2
493,g0947,400,[400 245 157  48  40],890,490,-3,2
499,g1929,400,[400  90],890,490,-3,2
515,g1444,400,[400 244 145  57  42],888,488,-3,2
558,g0242,400,[400 239 154  47  38],878,478,-3,2
570,g2011,400,[400 238 135  57  46],876,476,-3,2
574,g1273,400,[400 237 140  53  44],874,474,-3,2
583,g0111,400,[400 235 157  42  36],870,470,-3,2
637,g2070,400,[400 208 119  53  36],816,416,-3,2
638,g0065,400,[400 207 141  38  28],814,414,-3,2
641,g0032,400,[400 205 153  30  22],810,410,-3,2
660,g0013,400,[400 169 149  11   9],738,338,-3,2
714,g2105,400,[400 118  67  41  10],636,236,-3,2
890,g1283,400,[400 142],542,142,-3,2
906,g1878,400,[400 100],500,100,-3,2
907,g1759,400,[400  99],499,99,-3,2
908,g1973,400,[400  97],497,97,-3,2
912,g1603,400,[400  93],493,93,-3,2
913,g2044,400,[400  92],492,92,-3,2
914,g2091,400,[400  92],492,92,-3,2
1145,g1455,249,[249  45  24],318,69,-3,2
1189,g1613,244,[244 126  47  44],461,217,-3,2
1303,g1447,233,[233  27],260,27,-3,2
947,g0005,380,[380  92  73  70],615,235,-3,1
966,g2116,334,[334   7],341,7,-3,1
980,g2108,294,[294  14],308,14,-3,1
1004,g0016,281,[281   8],289,8,-3,1
1019,g2093,277,[277  14],291,14,-3,1
1024,g0035,274,[274  29],303,29,-3,1
1047,g2073,265,[265  19],284,19,-3,1
1054,g1762,263,[263  27],290,27,-3,1
1060,g1976,261,[261  34],295,34,-3,1
1080,g0330,258,[258  27],285,27,-3,1
1086,g0173,257,[257  26],283,26,-3,1
1092,g0114,256,[256  35],291,35,-3,1
1095,g0663,256,[256  21],277,21,-3,1
1108,g1975,255,[255  28],283,28,-3,1
1120,g2014,253,[253  19],272,19,-3,1
1134,g1881,251,[251  25],276,25,-3,1
1140,g2046,251,[251  15],266,15,-3,1
1168,g1113,246,[246  32],278,32,-3,1
1171,g1824,246,[246  27],273,27,-3,1
1172,g1693,246,[246  26],272,26,-3,1
1184,g0950,245,[245  25],270,25,-3,1
1186,g0800,245,[245  22],267,22,-3,1
1220,g0428,242,[242  41],283,41,-3,1
1221,g0539,242,[242  26],268,26,-3,1
1224,g1880,242,[242  24],266,24,-3,1
1225,g0068,242,[242  23],265,23,-3,1
1230,g1605,242,[242  19],261,19,-3,1
1265,g2047,238,[238  20],258,20,-3,1
1274,g1761,237,[237  24],261,24,-3,1
1283,g0245,236,[236  28],264,28,-3,1
1284,g1931,236,[236  22],258,22,-3,1
1383,g2094,208,[208  32],240,32,-3,1
1456,g1622,184,[184 108  80],372,188,-3,1
1697,g2117,118,[118  21],139,21,-3,1
1834,g1620,75,[75 12  6],93,18,-3,1
288,g1272,400,[400 107],907,507,-4,4
1588,g1612,149,[149  82  48  28   7],314,165,-4,4
1784,g1610,84,[84 28 21 13  4],150,66,-4,4
177,g1271,400,[400 262 165  51  46],924,524,-4,3
922,g0012,400,[400  22],422,22,-4,3
1079,g1282,258,[258  40  27],325,67,-4,3
1343,g1274,221,[221  22],243,22,-4,3
73,g2086,400,[400 335 236  77  22],1070,670,-4,2
88,g2066,400,[400 301 205  73  23],1002,602,-4,2
114,g0026,400,[400 284 192  59  33],968,568,-4,2
121,g2039,400,[400 280 182  66  32],960,560,-4,2
125,g2007,400,[400 279 171  60  48],958,558,-4,2
133,g1968,400,[400 277 178  50  49],954,554,-4,2
140,g0054,400,[400 274 176  53  45],948,548,-4,2
161,g0100,400,[400 266 158  65  43],932,532,-4,2
185,g0159,400,[400 260 151  55  54],920,520,-4,2
200,g1433,400,[400 259 155  58  46],918,518,-4,2
254,g0525,400,[400 255 153  57  45],910,510,-4,2
295,g0414,400,[400 253 149  60  44],906,506,-4,2
339,g0231,400,[400 251 153  52  46],902,502,-4,2
447,g2101,400,[400  96],896,496,-4,2
492,g0936,400,[400 245 154  49  42],890,490,-4,2
517,g1591,400,[400 244 137  57  50],888,488,-4,2
527,g0649,400,[400 243 149  51  43],886,486,-4,2
540,g0786,400,[400 242 146  59  37],884,484,-4,2
546,g1924,400,[400 242 146  53  43],884,484,-4,2
554,g1754,400,[400 241 147  49  45],882,482,-4,2
557,g1817,400,[400 240 150  50  40],880,480,-4,2
569,g1873,400,[400 238 133  55  50],876,476,-4,2
585,g0316,400,[400 234 145  48  41],868,468,-4,2
589,g1099,400,[400 234 135  52  47],868,468,-4,2
590,g1686,400,[400 234 130  58  46],868,468,-4,2
692,g2104,400,[400 284],684,284,-4,2
707,g2089,400,[400 240],640,240,-4,2
721,g0031,400,[400 231],631,231,-4,2
750,g0064,400,[400 195],595,195,-4,2
753,g0110,400,[400 193],593,193,-4,2
759,g2069,400,[400 191],591,191,-4,2
783,g2042,400,[400 176],576,176,-4,2
787,g2010,400,[400 174],574,174,-4,2
803,g0169,400,[400 165],565,165,-4,2
816,g0326,400,[400 161],561,161,-4,2
840,g0659,400,[400 155],555,155,-4,2
844,g1109,400,[400 155],555,155,-4,2
850,g1876,400,[400 153],553,153,-4,2
851,g1971,400,[400 153],553,153,-4,2
852,g0241,400,[400 152],552,152,-4,2
856,g1820,400,[400 152],552,152,-4,2
863,g0796,400,[400 150],550,150,-4,2
864,g1601,400,[400 150],550,150,-4,2
867,g0535,400,[400 149],549,149,-4,2
879,g0946,400,[400 145],545,145,-4,2
883,g0424,400,[400 144],544,144,-4,2
894,g1689,400,[400 140],540,140,-4,2
897,g1443,400,[400 138],538,138,-4,2
902,g1757,400,[400 134],534,134,-4,2
904,g1927,400,[400 126],526,126,-4,2
1524,g1454,164,[164 114  65],343,179,-4,1
1617,g1621,141,[141 108  27],276,135,-4,1
1883,g1619,63,[63 31  1],158,95,-4,1
1930,g1618,55,[55 31  6],92,37,-4,1
2025,g1452,45,[45  8  5],58,13,-4,1
2096,g1617,32,[32  8],40,8,-4,1
24,g0010,400,[400 193  89  25],1107,707,-5,8
211,g0785,400,[400 116],916,516,-5,4
232,g0099,400,[400 112],912,512,-5,4
235,g0230,400,[400 112],912,512,-5,4
315,g0648,400,[400 104],904,504,-5,4
332,g0524,400,[400 103],903,503,-5,4
336,g0053,400,[400 102],902,502,-5,4
353,g1098,400,[400 102],902,502,-5,4
395,g0935,400,[400  99],899,499,-5,4
404,g0315,400,[400  98],898,498,-5,4
473,g0413,400,[400  92],892,492,-5,4
500,g0158,400,[400  89],889,489,-5,4
173,g1097,400,[400 263 161  57  45],926,526,-5,3
219,g0934,400,[400 257 160  53  44],914,514,-5,3
258,g0784,400,[400 255 161  60  34],910,510,-5,3
294,g0314,400,[400 253 164  50  39],906,506,-5,3
347,g0647,400,[400 251 149  51],902,502,-5,3
386,g1432,400,[400 100],900,500,-5,3
421,g0025,400,[400  97],897,497,-5,3
453,g0523,400,[400 247 162  57  28],894,494,-5,3
563,g0229,400,[400 238 146  49  43],876,476,-5,3
596,g0157,400,[400 232 152  42  38],864,464,-5,3
597,g0412,400,[400 232 145  46  41],864,464,-5,3
627,g0098,400,[400 214 151  37  26],828,428,-5,3
651,g0052,400,[400 189 146  25  18],778,378,-5,3
673,g0024,400,[400 159 137  12  10],718,318,-5,3
950,g0011,378,[378  82  81  69],610,232,-5,3
1002,g0027,283,[283   5],288,5,-5,3
1031,g0101,271,[271  29],300,29,-5,3
1056,g1442,262,[262  53  27],342,80,-5,3
1061,g0055,261,[261  30],291,30,-5,3
1089,g0423,256,[256  45  28],329,73,-5,3
1094,g0160,256,[256  28],284,28,-5,3
1105,g0945,255,[255  34  21],310,55,-5,3
1129,g0534,251,[251  43  30],324,73,-5,3
1133,g0317,251,[251  25],276,25,-5,3
1141,g0795,250,[250  44  20],314,64,-5,3
1153,g0240,248,[248  47  29],324,76,-5,3
1175,g0658,245,[245  48  25],318,73,-5,3
1178,g1108,245,[245  44  27],316,71,-5,3
1181,g0650,245,[245  30],275,30,-5,3
1227,g0787,242,[242  22],264,22,-5,3
1254,g0325,239,[239  43  20],302,63,-5,3
1258,g1100,239,[239  23],262,23,-5,3
1275,g0232,237,[237  23],260,23,-5,3
1287,g0168,235,[235  49  15],299,64,-5,3
1293,g0526,234,[234  29],263,29,-5,3
1305,g0937,233,[233  17],250,17,-5,3
1318,g0415,230,[230  24],254,24,-5,3
1387,g0109,207,[207  40  17],264,57,-5,3
1395,g0063,205,[205  44  16],265,60,-5,3
1507,g0030,169,[169  43   6],218,49,-5,3
144,g1871,400,[400 274 162  57  55],948,548,-5,2
165,g1684,400,[400 266 166  58  42],932,532,-5,2
190,g1589,400,[400 260 162  54  44],920,520,-5,2
227,g1816,400,[400 114],914,514,-5,2
265,g1753,400,[400 110],910,510,-5,2
281,g1923,400,[400 108],908,508,-5,2
282,g2065,400,[400 108],908,508,-5,2
304,g2038,400,[400 106],906,506,-5,2
313,g1967,400,[400 105],905,505,-5,2
314,g2085,400,[400 105],905,505,-5,2
385,g1431,400,[400 250 157  51  42],900,500,-5,2
388,g1685,400,[400 100],900,500,-5,2
398,g1872,400,[400  99],899,499,-5,2
428,g1590,400,[400  97],897,497,-5,2
445,g1752,400,[400 248 169  40  39],896,496,-5,2
446,g2006,400,[400  96],896,496,-5,2
463,g1815,400,[400 247 153  47],894,494,-5,2
465,g1922,400,[400 247 141  60  46],894,494,-5,2
511,g1260,400,[400 244 143  55  46],888,488,-5,2
612,g1966,400,[400 226 125  53  48],852,452,-5,2
614,g2005,400,[400 224 130  55  39],848,448,-5,2
634,g2037,400,[400 209 111  57  41],818,418,-5,2
672,g2064,400,[400 160 100  38  22],720,320,-5,2
720,g2084,400,[400 116  71  29  16],632,232,-5,2
899,g1270,400,[400 137],537,137,-5,2
1191,g1600,244,[244  52  17],313,69,-5,2
1272,g1434,237,[237  29],266,29,-5,2
1956,g1451,51,[51 28  6],136,85,-5,2
2031,g1450,43,[43 28  3],74,31,-5,2
963,g2102,335,[335  12],347,12,-5,1
975,g2087,301,[301  12],313,12,-5,1
1007,g2067,280,[280  17],297,17,-5,1
1009,g2040,279,[279  25],304,25,-5,1
1016,g2008,277,[277  24],301,24,-5,1
1023,g1926,274,[274  31],305,31,-5,1
1042,g1756,266,[266  24],290,24,-5,1
1071,g1688,260,[260  27],287,27,-5,1
1074,g1592,259,[259  33],292,33,-5,1
1156,g1819,248,[248  21],269,21,-5,1
1163,g1970,247,[247  23],270,23,-5,1
1164,g1875,247,[247  22],269,22,-5,1
1194,g1687,244,[244  29],273,29,-5,1
1231,g1969,242,[242  13],255,13,-5,1
1240,g1818,241,[241  33],274,33,-5,1
1249,g1874,240,[240  19],259,19,-5,1
1262,g1925,238,[238  29],267,29,-5,1
1294,g1755,234,[234  29],263,29,-5,1
1330,g2009,226,[226  27],253,27,-5,1
1335,g2041,224,[224  30],254,30,-5,1
1380,g2068,209,[209  26],235,26,-5,1
1493,g1281,173,[173 120  72],365,192,-5,1
1541,g2088,160,[160  17],177,17,-5,1
1610,g1453,143,[143 114  18],275,132,-5,1
1684,g1611,123,[123  82  12],217,94,-5,1
1705,g2103,116,[116  10],126,10,-5,1
1996,g1279,48,[48 11  3],62,14,-5,1
2029,g1606,44,[44 12  5  3],64,20,-5,1
2030,g1609,43,[43 13],99,56,-5,1
2094,g1608,32,[32 13  6],51,19,-5,1
2117,g1448,24,[24  7],31,7,-5,1
384,g1259,400,[400 100],900,500,-6,4
1050,g1269,263,[263  52  28],343,80,-6,4
1432,g1599,190,[190  94  55  42  12],393,203,-6,4
1482,g1441,176,[176  98  63  20   8],365,189,-6,4
1763,g1597,95,[95 42 27  9  5],178,83,-6,4
1842,g1439,72,[72 20 14  7  5],118,46,-6,4
415,g1258,400,[400 249 151  51  47],898,498,-6,3
915,g0023,400,[400  30],430,30,-6,3
1295,g1261,234,[234  23],257,23,-6,3
1761,g1607,97,[97],97,0,-6,3
1779,g1449,88,[88],88,0,-6,3
66,g2060,400,[400 338 244  76  18],1076,676,-6,2
98,g2033,400,[400 293 202  61  30],986,586,-6,2
122,g0046,400,[400 279 188  48  43],958,558,-6,2
123,g0146,400,[400 279 161  69  49],958,558,-6,2
129,g1962,400,[400 278 171  56  51],956,556,-6,2
134,g2001,400,[400 277 180  62  35],954,554,-6,2
141,g0087,400,[400 274 173  62  39],948,548,-6,2
166,g0218,400,[400 265 164  54  47],930,530,-6,2
172,g0401,400,[400 263 171  49  43],926,526,-6,2
187,g0636,400,[400 260 149  60  51],920,520,-6,2
228,g1918,400,[400 257 167  46  44],914,514,-6,2
260,g0923,400,[400 255 136  68  51],910,510,-6,2
324,g1811,400,[400 252 140  60  52],904,504,-6,2
370,g2080,400,[400 101],901,501,-6,2
403,g0303,400,[400 249 144  53  52],898,498,-6,2
480,g1420,400,[400 246 146  54  46],892,492,-6,2
516,g1578,400,[400 244 135  60  49],888,488,-6,2
520,g1867,400,[400 244 133  63  48],888,488,-6,2
526,g0512,400,[400 243 141  62  40],886,486,-6,2
561,g1086,400,[400 239 149  45],878,478,-6,2
572,g0773,400,[400 237 139  58  40],874,474,-6,2
578,g1748,400,[400 237 150  46  41],874,474,-6,2
606,g1680,400,[400 229 146  46  37],858,458,-6,2
687,g2083,400,[400 293],693,293,-6,2
701,g0051,400,[400 241],641,241,-6,2
719,g2063,400,[400 233],633,233,-6,2
737,g0097,400,[400 211],611,211,-6,2
764,g0156,400,[400 186],586,186,-6,2
772,g2004,400,[400 184],584,184,-6,2
779,g2036,400,[400 179],579,179,-6,2
794,g0228,400,[400 168],568,168,-6,2
795,g0522,400,[400 168],568,168,-6,2
812,g0313,400,[400 162],562,162,-6,2
838,g1965,400,[400 156],556,156,-6,2
848,g0646,400,[400 153],553,153,-6,2
860,g1430,400,[400 151],551,151,-6,2
865,g1751,400,[400 150],550,150,-6,2
868,g0783,400,[400 149],549,149,-6,2
871,g1588,400,[400 148],548,148,-6,2
874,g0411,400,[400 147],547,147,-6,2
878,g0933,400,[400 145],545,145,-6,2
885,g1683,400,[400 144],544,144,-6,2
887,g1096,400,[400 143],543,143,-6,2
889,g1814,400,[400 143],543,143,-6,2
895,g1870,400,[400 140],540,140,-6,2
898,g1921,400,[400 138],538,138,-6,2
1884,g1438,63,[63 26  3],155,92,-6,2
2010,g1437,46,[46 26  4],76,30,-6,2
2038,g1278,41,[41 18  1],101,60,-6,2
2072,g1277,36,[36 18  4],58,22,-6,2
1463,g0944,181,[181 106  76],363,182,-6,1
1538,g0422,160,[160 113  83],356,196,-6,1
1542,g0794,159,[159 105  70],334,175,-6,1
1543,g0657,159,[159  99  61],319,160,-6,1
1551,g0324,158,[158  98  62],318,160,-6,1
1562,g0533,155,[155 102  66],323,168,-6,1
1563,g1107,155,[155  99  61],315,160,-6,1
1568,g0239,153,[153 102  70],325,172,-6,1
1575,g1280,152,[152 120  21],293,141,-6,1
1594,g0167,148,[148  95  74],317,169,-6,1
1651,g0062,133,[133  80  74],287,154,-6,1
1681,g0108,124,[124  76  58],258,134,-6,1
1713,g0029,114,[114   3],234,120,-6,1
1928,g0942,56,[56  6],68,12,-6,1
1938,g0655,54,[54 12  1],67,13,-6,1
1982,g0322,49,[49  8  7],64,15,-6,1
1983,g0531,49,[49 10  4],63,14,-6,1
1993,g1105,48,[48 12  8],68,20,-6,1
1994,g0237,48,[48 14  5],67,19,-6,1
2016,g0420,46,[46  8  7],61,15,-6,1
2043,g0792,41,[41  8  6],55,14,-6,1
2087,g0165,34,[34  4],42,8,-6,1
2102,g0106,29,[29  8  1],38,9,-6,1
2110,g1275,27,[27  9],36,9,-6,1
2114,g0060,26,[26  8  1],35,9,-6,1
2126,g0028,9,[9 6],15,6,-6,1
57,g0021,400,[400 185  75  25],1085,685,-7,8
306,g0302,400,[400 105],905,505,-7,4
338,g0145,400,[400 102],902,502,-7,4
379,g0772,400,[400 100],900,500,-7,4
383,g1085,400,[400 100],900,500,-7,4
391,g0086,400,[400  99],899,499,-7,4
422,g0217,400,[400  97],897,497,-7,4
448,g0400,400,[400  95],895,495,-7,4
452,g0511,400,[400  94],894,494,-7,4
454,g0635,400,[400  94],894,494,-7,4
470,g0922,400,[400  93],893,493,-7,4
1084,g1095,257,[257  49  22],328,71,-7,4
1104,g0932,255,[255  37  20],312,57,-7,4
1115,g0410,253,[253  48  32],333,80,-7,4
1130,g0782,251,[251  43  28],322,71,-7,4
1161,g0645,247,[247  45  16],308,61,-7,4
1261,g0312,238,[238  46  23],307,69,-7,4
1310,g0227,232,[232  54  21],307,75,-7,4
