,logic_gate,max,unique,sum,Deep,Fanouts
253,g0253,100,[100   5  11   6   3   2],144,-5,3
254,g0254,100,[100  41  35   5   1  21   3],211,-5,2
255,g0255,100,[100  24   5   4],237,-4,2
256,g0256,100,[100  72  50  14   8   2],246,-3,1
257,g0257,73,[73  2  3],78,-2,2
258,g0258,21,[21 18  2 11],52,-2,3
259,g0259,48,[48  3  1 16  9  6  4],157,-4,3
260,g0260,39,[39 10  1  3],53,-5,1
261,g0261,100,[100  60  21   7   6   2],196,-4,3
262,g0262,100,[100  48  35   7   6],196,-4,4
263,g0263,100,[100  29  23],252,-3,2
264,g0264,100,[100  71  49  12  10  15   7   6   4   3   2],294,-5,3
265,g0265,73,[73  5 20  8],114,-5,2
266,g0266,10,[10  1],21,-4,1
267,g0267,33,[33  5 15  7  6  4  3  2],90,-5,3
268,g0268,20,[12  4  1 20  8  5],50,-5,2
269,g0269,15,[15  4],34,-4,3
270,g0270,25,[25 14  9  3  2 10],63,-6,1
271,g0271,35,[35 19 15  9  5  4  1],108,-5,3
272,g0272,44,[44 19 14 13  3],96,-6,1
273,g0273,46,[46  7  3 20  8  5  2],91,-5,3
274,g0274,100,[100  53],153,-4,2
275,g0275,100,[100  49  29  10],198,-3,2
276,g0276,100,[100  18  15   6   5   4   1],269,-5,3
277,g0277,100,[100  73  43  18  12  20   7   2],275,-5,2
278,g0278,65,[65  8],73,-4,4
279,g0279,15,[13  5  3  1 15  6  4  2],73,-6,3
280,g0280,37,[37],37,-5,1
281,g0281,12,[10  3  2 12],41,-6,1
282,g0282,20,[16  3 20  2],57,-5,3
283,g0283,23,[23 11  4  2],40,-4,1
284,g0284,41,[41 21  3],65,-5,4
285,g0285,50,[50 21 17 11  3  5],107,-6,1
286,g0286,56,[56 12  6 15  8  4  2  1],131,-5,3
287,g0287,100,[100  42  20  11   7   5   2],209,-6,2
288,g0288,100,[100  58  35  13  10],216,-5,2
289,g0289,100,[100  24],224,-4,1
290,g0290,100,[100  66  42  14  10],232,-5,1
291,g0291,68,[68  8],76,-4,1
292,g0292,8,[8 4 1],13,-5,3
293,g0293,29,[29  5],34,-7,1
294,g0294,18,[18  7 15  8  5  3  2],78,-6,3
295,g0295,20,[15  7 20 11 10  6  3  1],108,-6,2
296,g0296,21,[21  8  4  3  1],37,-6,2
297,g0297,32,[32 22  3],57,-5,2
298,g0298,44,[44 22 13  8  3 15  6  5  4  1],141,-6,3
299,g0299,59,[59 13  4 20 12 11  5  3  1],148,-6,3
300,g0300,100,[100  40],140,-6,1
301,g0301,100,[100  61  33  17  11],222,-5,1
302,g0302,100,[100  15],215,-5,1
303,g0303,100,[100  62  39  12  11],224,-4,1
304,g0304,66,[66  7],73,-3,1
305,g0305,9,[9 2 1],12,-4,1
306,g0306,30,[30],30,-3,1
307,g0307,12,[12  6],18,-5,1
308,g0308,16,[16  6],38,-4,1
309,g0309,20,[20  5  3  2],32,-5,1
310,g0310,32,[32 19  3],54,-4,1
311,g0311,42,[42 19 13  5  1  2],82,-3,1
312,g0312,56,[56 10  5  2],77,-2,2
313,g0313,100,[100  44  35   9],188,-1,2
314,g0314,100,[100  58  36  13   9   3],219,-4,1
315,g0315,100,[100  26   3],232,-4,1
316,g0316,100,[100  68  41  14  13  16   1],253,-3,1
317,g0317,70,[70  9  4  1],84,-4,1
318,g0318,17,[ 8  4 17  3  1],33,-3,1
319,g0319,19,[19  2],21,-4,1
320,g0320,15,[12  7  1 15  6  3],44,-3,1
321,g0321,23,[12  7  1 23],79,-4,1
322,g0322,14,[14  4  1  8],32,-4,1
323,g0323,28,[22 19  2 28 10],83,-3,1
324,g0324,37,[28 19  9 37 22 18 15],148,-2,2
325,g0325,57,[54 14  8 57  5],146,-2,1
326,g0326,100,[100  46  53  38  16  13  12],343,-3,3
327,g0327,100,[100  57  33  13  11  56  30  20  14],412,-3,3
328,g0328,100,[100  23  37  13  10],306,-3,4
329,g0329,100,[100  67  44  12  11  21   7   6   5   3],309,-4,3
330,g0330,66,[66  7 26 13 11  6  2],164,-4,3
331,g0331,100,[100  47   2   4   3   1],159,-3,1
332,g0332,100,[100  93  43  38  12  28  18  11   8   6   3],388,-4,3
333,g0333,100,[100  19  41  28  20   8   7   6],370,-4,3
334,g0334,100,[100  17  12   8   4],141,-3,3
335,g0335,100,[100  94  44  36  14  26  10   8   4],380,-4,3
336,g0336,100,[100  55  18   3  31  15   7   6],387,-4,3
337,g0337,95,[95 31 22 21  8  6  4  2],189,-3,2
338,g0338,100,[100   5  22   8   3],138,-2,3
339,g0339,100,[100  42  37   3   2  12],196,-5,1
340,g0340,100,[100  21  18  10   5   4   2   1],279,-4,3
341,g0341,100,[100  71  46  14  11  28  15   9   4],341,-4,3
342,g0342,72,[72  2  1],76,-3,5
343,g0343,30,[30 24  1 15 10  6  4  3  2],110,-4,3
344,g0344,60,[60  8  5 25 12 10  6  4  3],218,-4,3
345,g0345,41,[41  8  1],50,-3,1
346,g0346,100,[100  59  11],170,-6,1
347,g0347,100,[100  53  40  10   3  17   8   7   4   2],265,-5,3
348,g0348,100,[100  27  13  10   9   5   3],321,-6,2
349,g0349,100,[100  62  38  12   3],227,-5,2
350,g0350,71,[71  8  1],82,-4,4
351,g0351,18,[18  9],45,-5,1
352,g0352,42,[42  9 16  8  5  4  3],107,-4,3
353,g0353,26,[12  3 26 10  8  4],105,-5,3
354,g0354,21,[21  3  1],48,-4,3
355,g0355,31,[31 22  8  2  1 15  9  5  4],118,-5,3
356,g0356,49,[49 22 25 11  7],153,-5,3
357,g0357,58,[58 22 20  4],126,-4,2
358,g0358,48,[48 12  2  1],64,-3,1
359,g0359,100,[100  52   2],154,-2,2
360,g0360,100,[100  58  39  11   8],216,-3,2
361,g0361,100,[100  26],226,-5,1
362,g0362,100,[100  65  43  12  10],230,-4,1
363,g0363,73,[73  7],80,-3,3
364,g0364,14,[14  6  5],25,-5,1
365,g0365,42,[42 23 13 10  9  3  1],124,-6,3
366,g0366,17,[17  6  2],25,-5,1
367,g0367,21,[21  6],48,-4,2
368,g0368,27,[27 14  6  5  1 10  4  2],85,-6,3
369,g0369,37,[37 20  2 17  6],99,-7,1
370,g0370,46,[46 20 17 14  2 23  1],124,-6,3
371,g0371,48,[48 11  5],64,-6,5
372,g0372,100,[100  51   5],156,-7,1
373,g0373,100,[100  57  35  12  10   6   3   2],250,-6,3
374,g0374,100,[100  21  23  13  11   8   2],303,-7,2
375,g0375,100,[100  69  42  16  11],238,-6,4
376,g0376,66,[66  4],70,-6,1
377,g0377,10,[10  5  4  1  3  2],53,-6,3
378,g0378,40,[40 23 12  9  7  2],118,-6,3
379,g0379,13,[13  5  1],19,-8,1
380,g0380,16,[16  5],37,-7,1
381,g0381,28,[28 17 11  3],59,-6,3
382,g0382,43,[43 18  5 10  7  4  3  2  1],103,-6,3
383,g0383,54,[54 18 17 16  4 23 11 10  8  2],188,-6,3
384,g0384,57,[57 13  3],73,-6,2
385,g0385,100,[100  42],142,-5,1
386,g0386,100,[100  58  34  16   8],216,-4,2
387,g0387,100,[100  17  10   5   3   2],252,-5,3
388,g0388,100,[100  60  39  11  10  23  13  12   7   3   1],302,-5,3
389,g0389,62,[62  4],66,-5,4
390,g0390,12,[12  2  1 10  5  3],50,-5,3
391,g0391,30,[30 23 11 10  8  2],109,-5,3
392,g0392,9,[9 5 1],15,-5,1
393,g0393,20,[20  5 10  6  4  3  2  1],81,-5,3
394,g0394,25,[25 10  7  3  1 23 15 11  8  4],130,-5,3
395,g0395,33,[33 23  3],59,-5,3
396,g0396,42,[42 23 14 10  3  4  2  1],125,-5,3
397,g0397,61,[61 12  9 23 14 11  8  3  1],165,-5,3
398,g0398,100,[100  39],139,-5,2
399,g0399,100,[100  65  42  14   9],230,-4,3
400,g0400,100,[100  20],220,-4,1
401,g0401,100,[100  62  29  18  15],224,-3,1
402,g0402,68,[68  8],76,-2,2
403,g0403,74,[ 6  2  1 74 26  9],119,-1,2
404,g0404,98,[25 98 65 24],212,-1,2
405,g0405,11,[11  8  1],20,-5,1
406,g0406,14,[14  8  2],38,-4,1
407,g0407,17,[17  6  4  2  1],30,-5,1
408,g0408,32,[32 22  6],60,-4,1
409,g0409,40,[40 22 16  6  1],85,-4,1
410,g0410,58,[58 13  4],75,-5,1
411,g0411,100,[100  42],142,-4,1
412,g0412,100,[100  67  41  14  12],234,-3,2
413,g0413,100,[100  27],227,-6,1
414,g0414,100,[100  58  39  13   6],216,-5,1
415,g0415,67,[67  5],72,-6,1
416,g0416,5,[5 1],6,-5,1
417,g0417,20,[20],20,-6,1
418,g0418,12,[12  5],17,-5,1
419,g0419,11,[11  5],27,-7,1
420,g0420,14,[14  3  1],18,-6,1
421,g0421,28,[28 22  3 23],76,-6,2
422,g0422,37,[37 22 18],77,-6,1
423,g0423,57,[57 11  5],73,-5,1
424,g0424,100,[100  43],143,-4,2
425,g0425,100,[100  58  34  14  10],216,-3,1
426,g0426,100,[100  22],222,-2,2
427,g0427,100,[100  64  47   9   8  15   5],248,-3,1
428,g0428,64,[64  7 53  9  1],134,-2,1
429,g0429,100,[100  43   6   8   3],160,-3,1
430,g0430,100,[100  90  44  35  11  50  22   5],368,-2,1
431,g0431,100,[100  24  77   8],386,-2,1
432,g0432,100,[100  28   4],132,-3,1
433,g0433,100,[100  90  44  35  11  58  10],348,-2,1
434,g0434,100,[100  56  19   3  97  20  17  11],423,-1,2
435,g0435,96,[96 27 21 15],159,-4,1
436,g0436,100,[100   4],104,-4,1
437,g0437,100,[100  43  38   3   2   1],191,-3,1
438,g0438,100,[100  21],221,-4,1
439,g0439,100,[100  72  47  13  12   3   1],251,-3,1
440,g0440,71,[71  2],75,-4,1
441,g0441,24,[24 22  1],47,-5,1
442,g0442,56,[56  3  1],120,-4,1
443,g0443,41,[41 10  1  4],58,-4,1
444,g0444,100,[100  58   6   1],165,-3,1
445,g0445,100,[100  49  36   9   4   6],204,-2,2
446,g0446,100,[100  26],226,-3,1
447,g0447,100,[100  63  38  17   8],226,-2,2
448,g0448,62,[62  7 33],102,-1,2
449,g0449,100,[ 21 100  67   2],211,0,1
450,g0450,43,[43  7 23  3],76,-3,2
451,g0451,32,[10  3 32 13],64,-2,2
452,g0452,100,[ 14   3 100  63],257,0,1
453,g0453,76,[30 19  6  4  1 76],136,-2,4
454,g0454,56,[47 22 56 12 10  1],148,-2,1
455,g0455,55,[55 22 19  5 53 26 16  9],277,-3,1
456,g0456,62,[53 12  5 62 11  3],208,-3,1
457,g0457,100,[100  47  96  43  21  10],317,-2,3
458,g0458,100,[100  59  44  10   5   4],422,-1,1
459,g0459,100,[100  21  78  30  24],477,0,1
460,g0460,100,[100  63  36  15  12  60  13  11],370,-2,1
461,g0461,65,[65  8 56  4  2],135,-3,1
462,g0462,72,[19 11  8  1 72  6],117,-3,1
463,g0463,94,[43 94 20 11  2],170,-2,3
464,g0464,100,[ 16  10   3 100   6],135,-1,1
465,g0465,100,[ 19  10 100  74  28  26  20],296,0,1
466,g0466,67,[35 21  8  2  1 67 24 19],177,-2,1
467,g0467,85,[47 24  4 85 28],192,-2,3
468,g0468,100,[ 62  24  21  17   7 100  15],346,-1,1
469,g0469,100,[ 57  11   4 100  73  26  25  22],318,0,1
470,g0470,100,[100  42  37  14],293,-1,1
471,g0471,100,[100  66  43  14   9  76  33  23  20],484,0,1
472,g0472,100,[100  28  48   5],329,-2,1
473,g0473,100,[100  52  32  11   9],456,-1,5
474,g0474,69,[69  8 57 23  4],161,-3,2
475,g0475,87,[22 10  6  2 87 27],164,-3,2
476,g0476,44,[38 44  4],130,-2,2
477,g0477,44,[13  4  2 44 28 11 10  7],119,-1,1
478,g0478,56,[19  4 56],98,-2,1
479,g0479,36,[36 19  7  3 31 12],114,-3,1
480,g0480,56,[44 26  1 56  9  5],141,-2,2
481,g0481,56,[56 26 19 18  5 43 17 16 10],266,-1,1
482,g0482,100,[ 57  16   4 100  53  29  27  26  18],430,0,1
483,g0483,100,[100  43],243,-2,2
484,g0484,100,[100  69  43  16  10  25],263,-3,2
485,g0485,100,[100  11  44  13  10],278,-2,2
486,g0486,100,[100  64  37  17  10  44  35  11   7],342,-1,1
487,g0487,60,[60  4 28],96,-3,1
488,g0488,56,[20  6  5  3 56 30 19  7],146,-2,2
489,g0489,56,[45 56 34 17  9  8],169,-1,1
490,g0490,100,[ 19   6   5 100  46  30  26  24  20],376,0,1
491,g0491,44,[17  5  1 44 31 19  6],146,-1,1
492,g0492,56,[34 15  8  6  3 56 16],138,-2,2
493,g0493,56,[43 25  3 56 51 24 20  7],229,-1,1
494,g0494,100,[ 53  25  16  15   4 100  44  31  19],457,0,1
495,g0495,100,[ 58  10 100  80  30  26  24],338,0,1
496,g0496,100,[100  42  17   4   3],166,-4,1
497,g0497,100,[100  54  36  10   8  17   4],233,-4,1
498,g0498,100,[100  25  17  10   6   2],262,-3,1
499,g0499,100,[100  67  39  17  11  12   3],283,-5,3
500,g0500,62,[62 11 14],87,-5,2
501,g0501,17,[13  4  3  2 17 16  9  5],71,-5,3
502,g0502,34,[34 17 10  9  1],71,-5,4
503,g0503,17,[13  6  3 17],59,-4,1
504,g0504,17,[17  6  1  4],46,-4,1
505,g0505,20,[20  8  5  4  3],40,-5,2
506,g0506,41,[41 27  8  4  3],90,-4,1
507,g0507,44,[44 27 14  8  4  1],99,-4,1
508,g0508,64,[64 17  7 13],131,-3,1
509,g0509,100,[100  35  17  16  12   3   1],184,-2,1
510,g0510,100,[100  62  35  15  12  28  23  10   8   5],298,-4,1
511,g0511,100,[100  21  28  24  11   8   5],297,-4,1
512,g0512,100,[100  65  40  13  12  28  17   8   5   4],292,-3,1
513,g0513,58,[58  5 28 11 10  8  7  3],158,-6,1
514,g0514,28,[ 9  3  1 28 20  6  5],82,-5,3
