,logic_gate,max,unique,sum,sum-max,Deep,Fanouts
466,g737,12,[12  2],16,4,-1,1
470,g238,12,[12],12,0,-1,1
477,g734,11,[11  6  2],19,8,-1,1
494,g543,7,[7 3],17,10,-1,1
495,g541,7,[7 5 2],14,7,-1,1
498,g542,7,[7 1],8,1,-1,1
523,g752,4,[4 2],8,4,-1,1
524,g741,4,[4 2 1],7,3,-1,1
526,g294,4,[4 1],6,2,-1,1
529,g745,4,[4 2],6,2,-1,1
530,g302,4,[4 1],5,1,-1,1
549,g642,3,[3 1],4,1,-1,1
163,g060,55,[55],55,0,-2,34
509,g261,6,[6],6,0,-2,17
149,g564,61,[61],61,0,-2,14
449,g284,14,[14],14,0,-2,12
144,g560,78,[78],78,0,-2,11
480,g273,11,[11],11,0,-2,11
229,g339,51,[51],51,0,-2,9
481,g274,11,[11],11,0,-2,9
215,g562,51,[51 24 13  5],93,42,-2,8
216,g582,51,[51 23 12  7],93,42,-2,8
217,g617,51,[51 23 10  7],91,40,-2,8
218,g649,51,[51 24 11  3],89,38,-2,8
483,g563,9,[9],18,9,-2,8
394,g070,22,[22],22,0,-2,7
468,g295,12,[12  2],14,2,-2,7
474,g076,11,[11  6  3  2],22,11,-2,7
599,g264,1,[1],1,0,-2,7
296,g219,31,[31],31,0,-2,6
250,g665,48,[48  5],53,5,-2,5
451,g077,13,[13  8  5  4],43,30,-2,5
486,g256,9,[9],9,0,-2,5
528,g664,4,[4 1],6,2,-2,5
241,g669,49,[49 38 36 10  2  1],185,136,-2,4
354,g299,26,[26],26,0,-2,4
374,g382,24,[24],24,0,-2,4
417,g084,19,[19],38,19,-2,4
431,g078,16,[16],32,16,-2,4
534,g565,4,[4],4,0,-2,4
535,g573,4,[4],4,0,-2,4
553,g569,3,[3],3,0,-2,4
554,g587,3,[3],3,0,-2,4
150,g059,60,[60],60,0,-2,3
151,g242,60,[60],60,0,-2,3
152,g436,60,[60],60,0,-2,3
153,g456,60,[60],60,0,-2,3
154,g467,60,[60],60,0,-2,3
159,g518,56,[56],56,0,-2,3
270,g690,38,[38 12],50,12,-2,3
339,g214,26,[26  5],31,5,-2,3
412,g326,20,[20],20,0,-2,3
434,g365,16,[16  4  1],21,5,-2,3
501,g275,6,[6 4 2],18,12,-2,3
532,g015,4,[4],4,0,-2,3
536,g739,4,[4],4,0,-2,3
571,g577,2,[2],2,0,-2,3
573,g596,2,[2],2,0,-2,3
574,g601,2,[2],2,0,-2,3
606,g581,1,[1],1,0,-2,3
155,g591,60,[60],60,0,-2,2
156,g595,60,[60],60,0,-2,2
157,g600,60,[60],60,0,-2,2
160,g654,56,[56],56,0,-2,2
161,g657,56,[56],56,0,-2,2
162,g678,56,[56],56,0,-2,2
164,g622,55,[55],55,0,-2,2
166,g633,55,[55],55,0,-2,2
167,g644,55,[55],55,0,-2,2
272,g697,37,[37 12],49,12,-2,2
285,g370,32,[32],32,0,-2,2
288,g412,32,[32],32,0,-2,2
289,g419,32,[32],32,0,-2,2
290,g450,32,[32],32,0,-2,2
317,g224,27,[27 11],38,11,-2,2
319,g258,26,[26  7],59,33,-2,2
418,g383,19,[19  4  3],26,7,-2,2
428,g298,18,[18],18,0,-2,2
478,g165,11,[11  5  1],17,6,-2,2
490,g527,8,[8 1],9,1,-2,2
504,g335,6,[6 2],8,2,-2,2
527,g536,4,[4 1],6,2,-2,2
533,g065,4,[4],4,0,-2,2
548,g517,3,[3 1],4,1,-2,2
562,g293,2,[2 1],3,1,-2,2
584,g306,1,[1],3,2,-2,2
587,g641,1,[1],3,2,-2,2
602,g304,1,[1],1,0,-2,2
252,g691,45,[45 20  6],71,26,-2,1
265,g720,40,[40 12  4],56,16,-2,1
271,g730,37,[37 10  3],50,13,-2,1
273,g225,36,[36 12 10],58,22,-2,1
276,g636,35,[35  9  5],49,14,-2,1
280,g712,34,[34  9  3],46,12,-2,1
281,g416,33,[33 11  6],50,17,-2,1
282,g686,33,[33 10  4],47,14,-2,1
300,g694,30,[30 16  9  7],106,76,-2,1
301,g704,30,[30 16  9  7  5],106,76,-2,1
302,g700,30,[30 13 10  7  6],103,73,-2,1
303,g496,29,[29 13  5],60,31,-2,1
304,g443,29,[29  6],35,6,-2,1
305,g683,28,[28 19 11  8  5  4],103,75,-2,1
306,g631,28,[28 13  9  8  7  4],97,69,-2,1
307,g718,28,[28 13 10  7  6  5],97,69,-2,1
308,g726,28,[28 13  8  7  5],97,69,-2,1
309,g709,28,[28 11 10  7  5],94,66,-2,1
311,g687,27,[27 16 10  6  5],97,70,-2,1
312,g711,27,[27 15  9  6],96,69,-2,1
313,g729,27,[27 14  8  7  5],95,68,-2,1
314,g721,27,[27 13 10  8  5  4],94,67,-2,1
315,g634,27,[27 10  9  8  6  4],91,64,-2,1
316,g462,27,[27 10  3],43,16,-2,1
320,g336,26,[26  1],53,27,-2,1
323,g479,26,[26 16],42,16,-2,1
324,g176,26,[26 15],41,15,-2,1
325,g218,26,[26 14],40,14,-2,1
359,g397,25,[25  6],31,6,-2,1
360,g346,24,[24 15 10  5  4],87,63,-2,1
361,g340,24,[24 13  7  6  4],85,61,-2,1
362,g343,24,[24 13  9  8  5  2],85,61,-2,1
363,g349,24,[24 13  7  6  4],85,61,-2,1
364,g355,24,[24 13  8  6  5],85,61,-2,1
365,g358,24,[24 13  8  6  5],85,61,-2,1
366,g352,24,[24 11  7  6  4],83,59,-2,1
367,g361,24,[24 11  8  6  5],83,59,-2,1
368,g378,24,[24 12  9  5],50,26,-2,1
375,g717,23,[23 11  7  5  4],80,57,-2,1
376,g630,23,[23 10  8  6  5  4],79,56,-2,1
377,g708,23,[23 10  8  6  5  4],79,56,-2,1
378,g684,23,[23  9  8  6  1],78,55,-2,1
379,g724,23,[23  9  8  6  5  3],77,54,-2,1
380,g495,23,[23 11],57,34,-2,1
381,g286,23,[23  3  2  1],52,29,-2,1
383,g485,23,[23 10  2],35,12,-2,1
384,g446,23,[23  7],30,7,-2,1
386,g393,22,[22  8],52,30,-2,1
387,g453,22,[22 10  4],40,18,-2,1
388,g188,22,[22  8  6],36,14,-2,1
390,g394,22,[22  5  4],31,9,-2,1
397,g187,21,[21 12],33,12,-2,1
403,g693,20,[20 11  6  5  3],71,51,-2,1
404,g699,20,[20 10  6  4],70,50,-2,1
405,g705,20,[20  9  7  6  5  2],69,49,-2,1
406,g404,20,[20 12],52,32,-2,1
407,g469,20,[20  7],27,7,-2,1
408,g499,20,[20  6],26,6,-2,1
413,g381,20,[20],20,0,-2,1
416,g406,19,[19  2  1],42,23,-2,1
421,g093,19,[19  2],21,2,-2,1
432,g391,16,[16 12],28,12,-2,1
433,g484,16,[16 10],26,10,-2,1
438,g482,16,[16],16,0,-2,1
440,g384,15,[15 10  7  3],50,35,-2,1
442,g180,15,[15  4],19,4,-2,1
445,g247,15,[15],15,0,-2,1
447,g222,14,[14],28,14,-2,1
448,g493,14,[14  9],23,9,-2,1
453,g552,13,[13  4  2],34,21,-2,1
454,g034,13,[13  6  4],23,10,-2,1
455,g457,13,[13  7],20,7,-2,1
457,g526,13,[13  2],17,4,-2,1
458,g535,13,[13  2],17,4,-2,1
459,g334,13,[13  3],16,3,-2,1
461,g551,13,[13],13,0,-2,1
462,g013,12,[12  7  6  1],26,14,-2,1
463,g402,12,[12  8],20,8,-2,1
467,g283,12,[12  2],14,2,-2,1
469,g041,12,[12  1],13,1,-2,1
472,g317,12,[12],12,0,-2,1
473,g439,12,[12],12,0,-2,1
475,g398,11,[11  6  5],22,11,-2,1
476,g537,11,[11],22,11,-2,1
488,g459,8,[8 7 1],16,8,-2,1
489,g470,8,[8 7 1],16,8,-2,1
491,g757,8,[8 1],9,1,-2,1
492,g091,8,[8],8,0,-2,1
493,g421,8,[8],8,0,-2,1
500,g414,7,[7],7,0,-2,1
502,g040,6,[6 1],13,7,-2,1
506,g244,6,[6 1],7,1,-2,1
507,g451,6,[6 1],7,1,-2,1
508,g068,6,[6],6,0,-2,1
511,g249,5,[5 3 2],10,5,-2,1
512,g424,5,[5 3 2],10,5,-2,1
515,g373,5,[5 1],6,1,-2,1
517,g429,5,[5],5,0,-2,1
522,g368,4,[4],8,4,-2,1
531,g009,4,[4],4,0,-2,1
540,g388,3,[3],6,3,-2,1
541,g440,3,[3],6,3,-2,1
542,g448,3,[3],6,3,-2,1
555,g426,2,[2 1],6,4,-2,1
558,g490,2,[2],4,2,-2,1
560,g574,2,[2 1],4,2,-2,1
561,g292,2,[2 1],3,1,-2,1
565,g570,2,[2 1],3,1,-2,1
566,g597,2,[2 1],3,1,-2,1
572,g592,2,[2],2,0,-2,1
575,g740,2,[2],2,0,-2,1
576,g743,2,[2],2,0,-2,1
577,g744,2,[2],2,0,-2,1
578,g750,2,[2],2,0,-2,1
579,g751,2,[2],2,0,-2,1
586,g588,1,[1],3,2,-2,1
591,g301,1,[1],2,1,-2,1
593,g318,1,[1],2,1,-2,1
595,g566,1,[1],2,1,-2,1
607,g602,1,[1],1,0,-2,1
551,g257,3,[3],3,0,-3,9
479,g003,11,[11  3],14,3,-3,4
499,g014,7,[7],7,0,-3,4
596,g105,1,[1],1,0,-3,4
415,g183,19,[19  9  5  3],55,36,-3,3
436,g438,16,[16  2],18,2,-3,3
485,g377,9,[9 6],15,6,-3,3
496,g442,7,[7 2 1],10,3,-3,3
286,g392,32,[32],32,0,-3,2
287,g403,32,[32],32,0,-3,2
291,g494,32,[32],32,0,-3,2
351,g173,26,[26],26,0,-3,2
355,g477,26,[26],26,0,-3,2
519,g064,4,[4 2],10,6,-3,2
538,g182,3,[3 1],7,4,-3,2
547,g281,3,[3 1],4,1,-3,2
550,g164,3,[3],3,0,-3,2
588,g221,1,[1],2,1,-3,2
594,g405,1,[1],2,1,-3,2
597,g116,1,[1],1,0,-3,2
604,g366,1,[1],1,0,-3,2
352,g211,26,[26],26,0,-3,1
439,g725,16,[16],16,0,-3,1
446,g728,15,[15],15,0,-3,1
452,g333,13,[13  4  3],36,23,-3,1
460,g525,13,[13  2],15,2,-3,1
482,g316,10,[10  3  2],15,5,-3,1
484,g282,9,[9 3 2 1],15,6,-3,1
497,g533,7,[7 2 1],10,3,-3,1
503,g016,6,[6 2],8,2,-3,1
505,g524,6,[6 2],8,2,-3,1
510,g534,5,[5 2 1],13,8,-3,1
513,g550,5,[5 1],7,2,-3,1
514,g315,5,[5 1],6,1,-3,1
516,g280,5,[5],5,0,-3,1
518,g549,5,[5],5,0,-3,1
545,g461,3,[3 2],5,2,-3,1
546,g033,3,[3 1],4,1,-3,1
564,g332,2,[2 1],3,1,-3,1
567,g012,2,[2],2,0,-3,1
605,g516,1,[1],1,0,-3,1
589,g268,1,[1],2,1,-4,4
552,g321,3,[3],3,0,-4,2
520,g314,4,[4 2],10,6,-4,1
525,g272,4,[4 2],6,2,-4,1
543,g523,3,[3 2 1],6,3,-4,1
556,g312,2,[2 1],5,3,-4,1
557,g331,2,[2 1],5,3,-4,1
568,g279,2,[2],2,0,-4,1
569,g531,2,[2],2,0,-4,1
570,g532,2,[2],2,0,-4,1
537,g313,3,[3 2 1],10,7,-5,1
544,g263,3,[3 2],5,2,-5,1
559,g522,2,[2 1],4,2,-5,1
563,g307,2,[2 1],3,1,-5,1
581,g278,1,[1],4,3,-5,1
582,g520,1,[1],4,3,-5,1
585,g311,1,[1],3,2,-5,1
600,g271,1,[1],1,0,-5,1
601,g277,1,[1],1,0,-5,1
603,g310,1,[1],1,0,-5,1
539,g260,3,[3 2 1],6,3,-6,1
580,g276,1,[1],4,3,-6,1
583,g305,1,[1],3,2,-6,1
590,g269,1,[1],2,1,-6,1
592,g309,1,[1],2,1,-6,1
598,g262,1,[1],1,0,-6,1
