,logic_gate,max,unique,sum,Deep,Fanouts
54,g054,41,[15  5 22 16  8  3 41 12  6  7  4  2 28 14 20],278,-3,1
55,g055,34,[28  8  4 22 16  7  5 27 21 11  9  1 15 13  2  6 34 20  3 23],314,-3,4
56,g056,82,[44 15  9  6 21 14  7  4  3 16 11 12  1 82 62 23 18 39 13 56],543,-2,2
57,g057,100,"[100  64  53  24  21  18   8   6   4   3  16  12   2  82  26   9  36  17
  10   7]",685,-2,3
58,g058,100,"[100  21  15   8   4   3  28   9  16  12   6   5   1  82  64  26  25  13
  50  24]",540,-1,2
59,g059,82,[ 6  4  1 20 16  8  5  3 17  9 82 61 24 21 23 15  7],397,-1,2
60,g060,82,[ 4 20 18 11  6  1 17 14  7  5  2 82 62 25  3],344,-1,1
61,g061,53,[ 4 10  7  3  2 24  5  1 53],132,-3,3
62,g062,21,[ 8 21 15  6  5  4 16 12  2  1  9],151,-3,1
63,g063,42,[42 11  6  1 21 15  5  4 35 16  8  3 25  7 18],291,-2,1
64,g064,82,[11 21 16  6  4 34  7  3  9  5  1 82 61 24 19 18 28 12  2],409,-2,1
65,g065,41,[11  7 21  4 41  2 16  8  5  3  1],194,-2,1
66,g066,68,[21  8 20 15  7  5  3 68 27  1 14 12  4  6 31 23  9],343,-1,3
67,g067,100,[  8  20  15   7   4 100  48   2  14  11   5   1  10   3  26],291,-3,1
68,g068,21,[ 8  5  4  1 20 16  6 21 14 10  3  2 11],204,-2,1
69,g069,69,[11 19 16  7  5  4 32 15 12  1  8  3 69 34  9 59],316,-3,4
70,g070,62,[15  5 19  6  4 62 16 12 11  3  2 52 31],309,-3,3
71,g071,70,[55  9  7  4  3 19 15  8  5  2 64 14 12 13 70 31 11 18  1],407,-2,1
72,g072,55,[ 7  6  4  2 21 13  5 42 40 25 15 16  9  1 55 14  3],315,-2,1
73,g073,31,[15 21 20  9  8  3 31 16 14  7  6  1  4 27 23],229,-1,2
74,g074,100,[ 17   1  16  10   4   2  57  18   8   6   3 100  69],385,-3,3
75,g075,82,[ 8  5  3  2  4 82 63 26 19 18 64 10 16],335,-3,1
76,g076,82,[18 22 16  9  4  3 40  1 23 14  5 82 64 27 19  7  6 10],421,-2,1
77,g077,82,[17  6 22 16  5  8  4  1 23 18  9 82 60 19 66 15],458,-2,1
78,g078,82,[52 12  6  1 22 16  5 21 23 20 10  4 82 64 25 19 67 27 14],542,-2,1
79,g079,82,[ 5  4  3  1 22 41 14 23 82 66 21 28  9  6],405,-1,3
80,g080,82,[12 22 13  7  4  2 23 14  3 82 46 24  5],311,-3,1
81,g081,82,[12  3  2 22 20 14  4 36  1 23 21  5 82 44 33  6 31 18 11  9],446,-2,1
82,g082,51,[ 7  5  3  2 16 14  6  1 12 19  9 51 13 10],227,-3,2
83,g083,70,[16 21 11  6  3  2 30 20 22  8  7  9  5  1 70 34  4 15],328,-3,3
84,g084,53,[17  6  5 21 15  3 20 22  7 26  8 53 16  2],265,-2,1
85,g085,78,[49 12  4  1 21 18 10  6  2 19  8 22 78 37 14 13],382,-2,1
86,g086,100,[  6   4   2  21   5  33  20   9  22 100  23  10],293,-1,2
87,g087,48,[11 21 14  7  4  3  9 22 15  6  2 48 18  1],207,-1,1
88,g088,100,[ 17   7   1  21  11   6  56  22  20   3  63  25 100   2],432,0,1
89,g089,69,[ 8  6 16  7  3  1 44  5 13 12 69 48 25 40 23 19 10],452,-3,2
90,g090,69,[16  5  2  4 14 69 31 25 45 11  9  3 19],338,-3,1
91,g091,100,[ 16   8   3 100  28   2  37   6  20   7  57  19  39  21  23  10],705,-2,1
92,g092,100,[ 52   8   4   2 100  50  49   1  31  60  40  82  62  26  19  17  16   6],944,-2,1
93,g093,100,[100  45  29  12   3   1  30  20   7  82  54  27  15  17   6],1027,-2,1
94,g094,100,[  8   3 100  56  44  24   5  52  48  69  15  14   6  28  11   9],792,-1,3
95,g095,100,[ 58  26   8   3 100  29   1   6  20   7   2  14  10],717,-3,1
96,g096,100,[ 51  15   4 100  61  39  20   5  59  41   9   2  17   7   3   1],743,-2,1
97,g097,100,[ 10   8 100  29   3  23  11   4  20   7   2   1  18  12],559,-3,2
98,g098,100,[ 56  20   7   1 100  52  48  11  51  49   2  54],774,-2,4
99,g099,100,[ 50  32   5  14  11   9   2  47  12   7   4   1 100  35  23  15   6],436,-2,1
100,g100,100,[ 12   7   2  38  10   3   1 100  45  42   4  15],370,-2,1
101,g101,100,[ 23   9   6 100  57   7   2  47   8  52  10   3  35  13  12  25],725,-1,2
102,g102,100,[ 35  13   8 100  53  47  57  16  10  55  45  33   1   5],812,-3,1
103,g103,100,[ 42  25   6 100  57   7   2  76  24  18   1  51   9  65  31  17   3],918,-2,1
104,g104,100,[ 41  17   3   1 100  63  37  39  15  51  48  22],887,-3,2
105,g105,100,[ 51  32   5 100  57   7   3  21  52  10  68  50],843,-3,4
106,g106,100,"[ 32  23  18   8 100  51  49  37  35  14   3  55  45   5   2  33   9  20
   6   4]",926,-2,1
107,g107,100,[ 19 100  57   7  15   6   5  52  10  51  13  12  16   1],680,-2,1
108,g108,100,[ 48  15  13 100  51  49   6   1  55  45   5   3   2  72  30   9  25],863,-1,2
109,g109,49,[49 20 10 16 11  5  4  2  9  1  6  8  3 26],228,-1,1
110,g110,100,[ 69  35   9  12   8   3   2   4   6   1 100  53],335,-3,1
111,g111,100,[ 59  21   6   2   4   3   9   1   5 100  52  48  15],448,-2,1
112,g112,100,[  7   5 100  21   4   1   8   3  19  11   2  15],552,-3,2
113,g113,100,[  6   5 100  50  42  12   9   8  52  48  43  33  25   7  19],914,-3,3
114,g114,100,[  6   4 100  21   1  48  15  13  19   5   3  54  12   8   2],858,-2,1
115,g115,100,[  6   2 100  52  48  68  28  11   1  51  49   3  13   4],741,-2,1
116,g116,100,[ 16 100  21   4  41   5  18   7   6   1  25  12],672,-1,2
117,g117,100,[ 26  13   6 100  53  47  18   4  99  50  49   2   1   8],683,-3,1
118,g118,100,[ 46  20  13   6   3 100  21   4   2  30  29  14  18   8   1  19   7],709,-2,1
119,g119,100,[ 37  30  19  11 100  55  45  20  10   2  99  53  46  36  16  13  15],907,-3,2
120,g120,100,[100  37   5   3   7   1  17  10  54  46  23],552,-3,3
121,g121,100,[ 27  11   9   3 100  57   7   2  24   5  52  10  76  35  16],763,-2,1
122,g122,100,[ 51 100  53  47   9   4  50  16   1],812,-2,1
123,g123,100,[ 65  37  11 100  57   7   2  51  24  52  10   5  34   1  25   9   6],809,-1,2
124,g124,100,[ 48 100  52  67  32   9   2   1  50   7  77  36   8],899,-3,1
125,g125,100,[ 58  41   5 100  56   6   2  44  52  10   3   7   1  82  18   9],999,-2,1
126,g126,100,[ 84  46   9   6   4 100  53   1  52  51  49  41  14   7],1081,-3,2
127,g127,100,[ 59 100  57   7  22  51   9   4  99  52  46   1  45  17  30],1016,-3,4
128,g128,100,[ 84  47   8 100  51  49  59   1  99  52   2  68  23  13  16   9],998,-2,1
129,g129,100,[100  33  26  10   5   4   1  19],213,-2,1
130,g130,84,[84  2 12 67 43 14  5  8  1 25  6  4],354,-1,2
131,g131,74,[63  2 11  7  3  1 74 15  6  9],224,-3,1
132,g132,100,[100  36  20  10  23   4   1  86   8   5   2  18   6  41  25  17  19   9],544,-2,1
133,g133,100,[ 15  11   3   2   1  24   4  77 100  50  47  10   8   5   9],469,-3,2
134,g134,68,[68 43 33 25 17  6  2 65 15 11  5  3  7 13],354,-3,4
135,g135,100,[ 76  43  14  21   4   3  79   6  15 100   9   8],403,-2,1
136,g136,100,[100  22   8  30   5   2  78  18   3  53  52   1   4],505,-2,1
137,g137,100,[100  49  18   6  11   3  47   9   1   5  26  12  25   7],637,-1,2
138,g138,100,[100  56  44  24   1  60  40   4  37  20  18   8],719,-3,1
139,g139,100,[100  47  13   7  19  53   8   1  14   6   3  34   2  10],638,-2,1
140,g140,100,[100  56  43   1  63  44   3  87  40  12],917,-3,2
141,g141,100,[100  52  14   6  71  17  47  11   3  55  29   4   1  12],906,-3,3
142,g142,100,[100  53  47  74   9   2  54  46  87  41  12  21   8],967,-2,1
143,g143,100,[100  56  18   9  59  52   2  99  50  49  39  10  17   3],1027,-2,1
144,g144,100,[100  51  48   1  52   8   3  25],657,-1,2
145,g145,50,[15  1 50 13  7  3 11  2  6],116,-3,1
146,g146,100,[100  48   3   1  62  10  47   6  28  17  11   2  18],765,-2,1
147,g147,100,[100  99  59  40  64  13  52  48  55  44  34  10   6   2   1   9],1048,-3,2
148,g148,100,[100  47   4   2  13   8   7  51   3   6  49  15  10],632,-3,3
149,g149,100,[100  53  46   1  99  45   2  79  29  11   6  16   7   4],754,-2,1
150,g150,100,[100  52   5   2  50  47   6  26   4   1  17   3],719,-2,1
151,g151,100,[100  57  43  65  15  50  51  49  44   3  25   8   5],1065,-1,2
152,g152,100,[100  54   5   3  66  15  52  17   1   6],659,-1,1
153,g153,100,[100  99  54  43   2  14   6  46   5   4  20],898,0,1
154,g154,100,[  5   3  18   9   4 100  51  10   7   6   1  47  30  27  23  20],622,-3,3
155,g155,100,[100  49  18   3  51  47   9   4   2   1  33  62  38  16  13],760,-2,7
156,g156,100,[100  54  46  64  50  16   8   4  12   9],768,-1,4
157,g157,100,"[100  48  14   2  55  32  13   5  53   8   3  57  17   9   4  47  29  26
  24  21]",1172,-2,3
158,g158,100,[100  54  46  73   5   1  51  49  55  45   4  41  28  12],1081,-1,8
159,g159,100,[100  52  14   3  54   5  47  11   2   1  58  32  26  24  18],1056,-3,4
160,g160,100,[100  50  58   4   3  56  44  53  47  23   9   1  34   8   7],1078,-2,3
161,g161,100,[100  57  19   2  69  10   6  52   9   4   3  25  50],1048,-3,4
162,g162,100,[100  56  44  17  13  58  42  10   2   1  23   6  37  28  14   8],778,-2,3
163,g163,100,[ 15   7   4 100  41   9  13   2  23  14],345,-1,5
164,g164,100,[100  47   7   3  42   4  51  50   1  26  10   2  25],1147,-3,5
165,g165,100,[100  99  50  48   1  45  42  24  15   3  51  49  10  34   6  33  23   7],966,-3,9
166,g166,100,[100  48   4   1   7  52  55  45  31   2  47  28  25  22],1203,-3,3
167,g167,100,[100  53  47  29   4   2  99  51  48   9  76  38  10  33  20   6   5],845,-3,11
168,g168,100,[100  52   6   4  28   5  47   2   1  81  63  21   3  14],765,-2,2
169,g169,100,[100  57  43  24   9   8  52  48  54   5   1  88   7  29  28  22  21],1139,-3,5
170,g170,100,[100  57   5   3  41   1  52   4   2  83  46  34  12  11],788,-2,1
171,g171,100,[100  59  41  46   5  64   8  65  21  15  47  27  26  24  23],1179,-4,3
172,g172,81,[50 15  9 65  4  2 81 17 34 25 16  5],327,-3,6
173,g173,64,[57 13  3 64  8  1 10  7  5  2  6],176,-2,3
174,g174,100,[100  39  13  11   8  64   2   3   1  50  25],593,-3,4
175,g175,65,[41 38 21 14  3 65  1  5 16 12  4],228,-2,6
176,g176,63,[20  2 63  5  1  3 10],139,-1,4
177,g177,100,[ 19   8   6  63   4   1 100   9   2],340,0,1
178,g178,100,[ 48  64   6   5   1   4 100  51  28  26  25  21],480,-3,3
179,g179,65,[35  3 65  6  4  2 22 49 37 15 12 10],264,-2,9
180,g180,100,[ 49  18  14  13  66   2  24   6   4 100  50  31  27  23  19],563,-3,4
181,g181,52,[52 18  3 20  1 32 15  6  4  2 42 31  8],277,-2,6
182,g182,100,[100  38  11  10   8   2  53  28  26  25  21],524,-1,6
183,g183,54,[41 54],95,-3,1
184,g184,100,[ 49  28   1 100  59  31  23  18],488,-2,10
185,g185,41,[41 17  2  3 13  4  1],81,-1,3
186,g186,100,[  9   1  17   2  18 100  50  32  28  22],397,-4,4
187,g187,33,[25  2  1 18  9 33 28 12  7],146,-3,10
188,g188,100,[ 31   4   3  17   1  15   5 100  54  27  19],437,-3,10
189,g189,31,[31  4 17  2],89,-2,2
190,g190,100,[ 21   9   7   2   5   1 100  47  31  24  23  22],393,-3,3
191,g191,36,[ 1  9  3 36 27 14  4],107,-3,6
192,g192,50,[50  1 17 29 12  9],137,-2,4
193,g193,100,[ 57  15  11   6   2 100  54  30  24  22],451,-4,3
194,g194,61,[61 11  1 33 25  8  6],160,-3,10
195,g195,100,[100  30  11  10   5  17   1  20],211,-2,2
196,g196,60,[47  1 22  9 60],186,-4,2
197,g197,100,[ 45  24  16   5   3   1  33  10 100  28],268,-3,2
198,g198,34,[ 7 17  1 30 11  9 34 21  6  4],151,-2,12
199,g199,65,[28 10  3 65  8  7 21  2],152,-1,3
200,g200,100,[ 27   7  17   6   3   1 100   4],213,0,1
201,g201,41,[27 14  4 41 24 10  8  1],222,-1,1
202,g202,58,[58 29  4  3  2  1 16],133,-1,2
203,g203,100,[ 47  13  10 100  36   3  20   1   4],434,0,1
204,g204,100,[ 58  16  15   5   3  82  61  23  22  33  10 100  19   9   2],617,0,1
205,g205,100,[100  37  16  11  10  82   2  54  13  12  73  27  19],585,-2,1
206,g206,100,[ 82  39  37   2  81  17  10 100  71  28  23  20],510,-2,1
207,g207,100,[100  45  10   5   2  72  26  23],406,-1,1
208,g208,100,[ 82   2   1   8   4   3 100  74  31  28  15],352,-3,4
209,g209,100,[ 82  44  42   2  39  16  12 100  75  27  21],487,-3,3
210,g210,100,[100  38  18  51  14   8   5   4  55],293,-3,2
211,g211,82,[82 24  4  1 59 23  9],203,-2,1
212,g212,82,[82  3  1  2 56 25 15],185,-2,1
213,g213,82,[82 37 36  1 19  6  2 66 23 14],352,-2,1
214,g214,100,[100  46   6  23   1  63  25  10],344,-2,1
215,g215,100,[ 82   3   1  34  11   6 100  26  15],312,-1,1
216,g216,100,[ 82  43  38   1  24   8 100  77  29  26  22],533,0,2
217,g217,100,[100  44   8  21   7  75  28  26],459,-3,1
218,g218,100,[ 82   2  61  12   9 100  67  27  23  17],402,-3,1
219,g219,100,[ 82  42  40   2  38  13  12 100  71  25  21],509,-2,1
220,g220,100,[100  40  15  35  10   1  79  30  26  23],459,-4,3
221,g221,100,[100   1  65  25   5  76  29  22],613,-4,3
222,g222,100,[100  47  10  80  15  48],380,-4,2
223,g223,100,[100  62  37   1   3  72  27  24  21],548,-4,3
224,g224,100,[100  44  15   6   2   1  52],221,-4,2
225,g225,100,[100  68  37  25   6  26   4   2  63  10],366,-3,1
226,g226,100,[100   2  34  15   6   4  64  25  11],263,-3,1
227,g227,54,[54 18  4  1 52],183,-4,2
228,g228,64,[40  6  4  2  1 64 25 15],158,-3,1
229,g229,72,[72 12 10 15  4  2 59 25 14],213,-3,1
230,g230,100,[100  24  13   7  36  22   9],411,-2,1
231,g231,100,[100  32  30   2  20   4  73  31  23  19],436,-1,2
232,g232,100,[100  44   7  27  11   2],291,0,1
233,g233,100,[100  72  39  29   4   1  37   3   2],287,-1,2
234,g234,82,[82  2  1 38],127,-3,5
235,g235,82,[82 80 42 38 20  7  2],347,-4,3
236,g236,82,[82 66 24 21 11  2 25],276,-3,2
237,g237,100,[100  37  11  30   8   5  66  17],282,-2,1
238,g238,36,[33 10 36 27 14  8  5],143,-3,6
239,g239,62,[62  6  5 21  3],118,-3,6
240,g240,63,[ 6  1 63 21 11  3],168,-2,1
241,g241,81,[ 6  2  1 81 14],186,-2,1
242,g242,43,[32 11  6 43  8],100,-3,2
243,g243,68,[36 10  5  3 68],135,-2,1
244,g244,98,[34 13 10 98 17 14  8],194,-1,2
245,g245,33,[33 15  1 27 11  8],136,-3,12
246,g246,62,[62 22 11  5  3],103,-3,2
247,g247,21,[21 14  3],73,-3,3
248,g248,34,[34  8  4  1 14  2],112,-2,1
249,g249,100,[100   8  34  24   9   7],190,-3,7
250,g250,92,[92  7 25  5],129,-3,4
251,g251,31,[31  1 15  3],50,-2,1
252,g252,56,[56  4  1 29],91,-5,5
253,g253,60,[60  1 13  6  2],143,-4,1
254,g254,65,[65 36  8  4 29  1],172,-4,1
255,g255,67,[67 11  4  1 26  3],138,-4,2
256,g256,31,[31 16  4],98,-3,1
257,g257,61,[61  1 31],154,-2,1
258,g258,34,[30 34  3  1],98,-1,6
259,g259,100,[  2 100  38  35],175,0,1
260,g260,100,[ 94  26   2 100],222,-2,5
261,g261,96,[96 35 28 54],213,-2,3
262,g262,100,[100  39  37   7  28   8],247,-3,5
263,g263,34,[34  9  8  6],74,-2,1
264,g264,57,[57 24 12  4 47  6],197,-2,3
265,g265,94,[74  4 94 85 36  7],300,-1,2
266,g266,79,[79  3],85,-3,1
267,g267,79,[79 48 31 20 12  8  2],279,-2,1
268,g268,19,[ 8 19  2],48,-3,4
269,g269,80,[80 66 22  3  1],252,-2,1
270,g270,95,[95 72 51 15 33],266,-3,3
271,g271,41,[41 19  3],63,-3,3
272,g272,78,[78 10 22 12  3  1],148,-2,1
273,g273,78,[78  2 26  8  4],118,-4,2
274,g274,78,[78 37 36  1 26  3],181,-3,1
275,g275,91,[91 28 18 36  7  4],275,-2,1
276,g276,100,[100  20  43  21  18  17],262,-1,5
277,g277,100,[ 26 100  86   3],215,0,1
278,g278,100,[ 62  47 100  38  35],344,0,1
279,g279,100,[100  86   3],189,0,1
280,g280,99,[99],99,-2,21
281,g281,33,[ 1 33],34,-2,4
282,g282,33,[ 1 33 21  9  8  4],76,-2,2
283,g283,73,[29 18 11 10  1 73 19  4],194,-1,1
284,g284,72,[62  6 72 33 10],317,-1,1
285,g285,99,[54 10 99 33],250,-1,20
286,g286,100,[ 78  41  20   9 100  26  25  12],311,0,5
287,g287,99,[46 18  7  4 99 21],195,-1,7
288,g288,98,[46 98],144,-2,13
289,g289,84,[84  2 33 12],217,-3,1
290,g290,81,[81  5 33 17 13  3  1],153,-2,2
291,g291,100,[100  28   3  77  26],234,-1,1
292,g292,74,[46 18  5 74 32  9],258,-1,1
293,g293,100,[ 79  36 100  29  16  12],272,0,5
294,g294,73,[73 33],106,-3,5
295,g295,62,[62 48 19 15 14 33 26 13  7  6],243,-2,2
296,g296,81,[81  9 78 25],193,-1,1
297,g297,72,[32 14  1 72  9],232,-1,1
298,g298,100,[ 21   2 100  32  19  13],187,0,5
299,g299,44,[37 14  5 44 24  1],125,-1,4
300,g300,33,[10  4  1 33],48,-3,2
301,g301,25,[10 25],35,-3,2
302,g302,40,[ 9  4 40 26 20],108,-3,2
303,g303,40,[10  6  2  1 40 35 15 14],129,-2,1
304,g304,40,[ 3  2 40],45,-1,1
305,g305,22,[ 3 22],28,-3,2
306,g306,61,[10  4 61 34 17],191,-2,2
307,g307,60,[ 6  5  1 60 31 24  4  3],134,-1,1
308,g308,100,[  4   1 100  47  33  27  20],352,0,4
309,g309,89,[10  6  4  2 89],111,-2,2
310,g310,78,[10  3  1 78 22],114,-1,10
311,g311,81,[ 5  2 81 15],184,-1,10
312,g312,93,[ 9  4  1 93 19],219,-2,10
313,g313,96,[ 3 96 26],128,-2,10
314,g314,81,[10  3  2 81 17 14 11],138,-1,1
315,g315,100,[  7   1 100  44  11   8],182,0,1
316,g316,12,[ 8  5  1 12  4  3],46,-4,2
317,g317,21,[21  9  6  3],72,-5,3
318,g318,16,[ 2  1 16],21,-4,3
319,g319,14,[ 2  1 14],17,-5,1
320,g320,19,[ 1 19],20,-4,3
321,g321,16,[ 3  2 16],23,-5,1
322,g322,15,[ 4  3 15  1],23,-5,1
323,g323,32,[32 16 14  3],65,-4,3
324,g324,33,[ 8 33 20],61,-3,1
325,g325,33,[ 1 33 20  9  8  3],75,-2,1
326,g326,33,[ 7  3  1 33],51,-1,2
327,g327,73,[10  1 73 31  8],196,-1,1
328,g328,100,[ 16  10   2 100  24  12],192,0,5
329,g329,33,[ 3  2  1 33 17 15  9],80,-3,1
330,g330,33,[11  7  1 33 22 12  3],97,-2,2
331,g331,81,[20 10  2 81 21],136,-1,1
332,g332,71,[15  8 71 36 13],214,-1,1
333,g333,100,[ 20   7   2 100  28  19  12],190,0,5
334,g334,31,[31  4 14  3],56,-4,1
335,g335,29,[25 29  9  4],67,-4,2
336,g336,33,[30  6  2 33],77,-3,1
337,g337,83,[83 40 35 33 16  8  6  2],223,-2,2
338,g338,71,[69 71 21],161,-1,1
339,g339,76,[68 46 13  6 76 30  7],322,-1,1
340,g340,100,[ 74  51   9   2 100  25  10   8],279,0,5
341,g341,100,[100  26  88],214,-2,2
342,g342,80,[74  1 80 13],168,-1,10
343,g343,80,[74 73 38 34  1 80 23],403,-1,10
344,g344,98,[62 56 26 24  6 98],396,-2,10
345,g345,98,[57 48 29 19 98 27],278,-2,10
346,g346,85,[ 5  4  3  1 85 20 17 13],148,-1,1
347,g347,100,[ 30   8 100  34  21  20  10],223,0,1
348,g348,23,[23  7 19  8],57,-4,2
349,g349,31,[31 26  3],60,-4,3
350,g350,19,[ 2 19  4  3],47,-5,3
351,g351,19,[ 2 19  3],43,-5,1
352,g352,12,[12  1],25,-6,1
353,g353,30,[ 3  1 30  9  2],45,-5,1
354,g354,34,[ 5  3 34 15 13],70,-4,3
355,g355,34,[ 2 34 17],53,-3,1
356,g356,34,[ 2  1 34 29 13 12  4],95,-2,1
357,g357,34,[ 7  1 34],49,-1,2
358,g358,69,[ 3  2  1 69 38 15],197,-1,1
359,g359,100,[  3 100  23  18  16   6],166,0,5
360,g360,31,[ 5  2 31  8  1],47,-4,1
361,g361,34,[ 5  2  1 34 16  4],64,-3,1
362,g362,34,[ 3  2 34 27 10  9  8],93,-2,2
363,g363,74,[ 8  2 74 23],115,-1,1
364,g364,69,[23  6  2 69 33 10],212,-1,1
365,g365,100,[ 28   8 100  29  17],190,0,5
366,g366,68,[68 22  6  5 21  7],129,-4,1
367,g367,81,[81 50  9  3 32  5],189,-4,3
368,g368,100,[100  21   9  33   1],164,-3,1
369,g369,34,[34  6 33 25 11  9  5],123,-2,2
370,g370,78,[74 17 78 27],196,-1,1
371,g371,74,[74 71 36 13],265,-1,1
372,g372,100,[ 64  33  30   2   1 100  25  16   9],280,0,5
373,g373,48,[48 33 10  6],97,-3,1
374,g374,75,[75  3 33 20  9  7  4],151,-2,2
375,g375,76,[75 74 39 32  3 76 21],320,-1,1
376,g376,67,[30  6  4  1 67 34 11],250,-1,1
377,g377,100,[ 31   3 100  20   9],194,0,5
378,g378,100,[ 29  22   6   1 100  69  27  20],325,-2,1
379,g379,100,[ 63 100  80  29  22],323,-2,1
380,g380,100,[ 44  40   2 100  69  27  22  20],368,-1,1
381,g381,100,[ 66  23   1 100  80  32  28  20],350,-3,3
382,g382,52,[ 5 52],62,-3,2
