,logic_gate,max,unique,sum,sum-max,Deep,Fanouts
144,g097,97,[97 38 16],151,54,-1,1
145,g058,96,[96 38],134,38,-1,1
148,g189,91,[91 22],204,113,-1,1
153,g162,86,[86 34 31],151,65,-1,1
155,g177,83,[83 35 22],140,57,-1,1
156,g121,83,[83 40],123,40,-1,1
159,g168,80,[80 23],183,103,-1,1
160,g200,75,[75 20],170,95,-1,1
161,g094,75,[75 21],96,21,-1,1
162,g176,74,[74 11],159,85,-1,1
164,g112,64,[64 21 12],97,33,-1,1
165,g056,63,[63 13],76,13,-1,1
166,g109,61,[61 24  6  3],94,33,-1,1
169,g119,57,[57 13  4],74,17,-1,1
83,g156,208,[208   7],215,7,-2,5
99,g155,181,[181],181,0,-2,5
77,g143,215,[215  78  75],368,153,-2,4
53,g133,300,[300  66   5],371,71,-2,3
68,g128,235,[235   6],241,6,-2,3
80,g126,212,[212],212,0,-2,3
115,g072,150,[150 130  66  59   5],410,260,-2,3
118,g089,140,[140  11],151,11,-2,3
123,g106,132,[132 121  60  57   4],374,242,-2,3
127,g055,122,[122 115  55  53   7],352,230,-2,3
133,g118,105,[105  96  46  43   7],297,192,-2,3
138,g105,103,[103  10],113,10,-2,3
142,g060,98,[98  7],105,7,-2,3
154,g138,85,[85  6  5],96,11,-2,3
46,g135,320,[320  30],350,30,-2,2
65,g134,244,[244   3],247,3,-2,2
97,g196,182,[182   3],367,185,-2,2
114,g185,155,[155],155,0,-2,2
120,g170,135,[135  15],150,15,-2,2
122,g183,133,[133],133,0,-2,2
124,g100,132,[132],132,0,-2,2
135,g188,105,[105  15  12   7],139,34,-2,2
141,g093,98,[98 16  7  6],225,127,-2,2
149,g167,91,[91  8  3],102,11,-2,2
152,g199,87,[87 32  1],120,33,-2,2
168,g096,59,[59  9  3  2],73,14,-2,2
171,g107,56,[56 26 14],96,40,-2,2
172,g117,54,[54 21],75,21,-2,2
173,g108,52,[52 26  4],82,30,-2,2
4,g025,400,[400 307 112 106  89],1014,614,-2,1
5,g034,400,[400 307 105 103  99],1014,614,-2,1
22,g021,400,[400 290 107  97  86],980,580,-2,1
23,g030,400,[400 289 107  92  90],978,578,-2,1
69,g193,232,[232  65  51  44  43],435,203,-2,1
78,g160,215,[215  14  12],241,26,-2,1
81,g065,210,[210  98  40  18  17],383,173,-2,1
84,g102,207,[207  63  44   1],315,108,-2,1
85,g123,206,[206  78  43],327,121,-2,1
86,g172,206,[206  64  42],312,106,-2,1
87,g114,205,[205  77  41],323,118,-2,1
88,g180,204,[204  64  50  44  34],396,192,-2,1
89,g203,200,[200  52  46],298,98,-2,1
91,g157,191,[191  98  40   9],338,147,-2,1
157,g154,82,[82 25 15],122,40,-2,1
176,g057,43,[43 17],60,17,-2,1
179,g120,34,[34 13],47,13,-2,1
185,g095,29,[29],29,0,-2,1
188,g111,26,[26  7  3],36,10,-2,1
193,g110,20,[20],20,0,-2,1
45,g052,321,[321   4],646,325,-3,8
52,g049,300,[300 200  50   2],552,252,-3,8
116,g063,150,[150   6   4   1],161,11,-3,8
111,g054,160,[160  40],240,80,-3,5
132,g061,106,[106],106,0,-3,5
44,g132,334,[334  25  13   5],377,43,-3,4
61,g130,258,[258 184   9],709,451,-3,4
67,g071,238,[238  72   5],315,77,-3,4
110,g091,164,[164  43],207,43,-3,4
175,g148,44,[44 19 18],81,37,-3,4
182,g082,30,[30 11  2],54,24,-3,4
189,g059,24,[24],24,0,-3,4
57,g142,274,[274  62   1],399,125,-3,3
66,g147,239,[239  56   3],354,115,-3,3
76,g178,218,[218],218,0,-3,3
82,g140,210,[210   6],216,6,-3,3
93,g088,190,[190  56],246,56,-3,3
101,g145,180,[180   5],185,5,-3,3
150,g043,89,[89],89,0,-3,3
167,g098,61,[61],61,0,-3,3
170,g153,56,[56 21 20],97,41,-3,3
174,g084,49,[49],49,0,-3,3
178,g085,34,[34 18 13  1],66,32,-3,3
181,g090,32,[32],32,0,-3,3
60,g158,261,[261  31   2],294,33,-3,2
73,g152,225,[225  56   3],340,115,-3,2
79,g159,214,[214  24],238,24,-3,2
103,g150,175,[175   7],182,7,-3,2
107,g099,168,[168  17],353,185,-3,2
117,g069,149,[149],149,0,-3,2
130,g139,110,[110],110,0,-3,2
136,g127,105,[105],105,0,-3,2
146,g092,95,[95 10  8],113,18,-3,2
147,g086,93,[93 47 26  8],174,81,-3,2
151,g083,88,[88 47 11  3],149,61,-3,2
177,g137,37,[37 14],88,51,-3,2
184,g087,29,[29],29,0,-3,2
8,g019,400,[400 303 113  96  94],1006,606,-3,1
11,g032,400,[400 302 107 101  94],1004,604,-3,1
12,g029,400,[400 301 119  92  90],1002,602,-3,1
13,g033,400,[400 301 103 100  98],1002,602,-3,1
15,g020,400,[400 298 111  94  93],996,596,-3,1
19,g028,400,[400 294 117  91  86],988,588,-3,1
21,g023,400,[400 291 104  97  90],982,582,-3,1
24,g024,400,[400 285 103  99  83],970,570,-3,1
55,g131,294,[294  73],367,73,-3,1
94,g101,186,[186  45],231,45,-3,1
95,g192,186,[186  19   2],207,21,-3,1
96,g171,185,[185  37],222,37,-3,1
98,g122,181,[181  30  28],269,88,-3,1
100,g064,180,[180  36  34  30],280,100,-3,1
104,g113,173,[173  30  23],256,83,-3,1
113,g179,156,[156  20   2],178,22,-3,1
158,g187,81,[81 10  2],93,12,-3,1
180,g186,32,[32  7],39,7,-3,1
183,g198,30,[30],30,0,-3,1
192,g166,21,[21],21,0,-3,1
62,g045,254,[254  26  10   8],552,298,-4,7
186,g077,27,[27 16],59,32,-4,3
190,g040,22,[22  4],48,26,-4,3
92,g074,191,[191  55  44],290,99,-4,2
105,g042,171,[171  56  42],269,98,-4,2
106,g079,171,[171  44],259,88,-4,2
119,g076,136,[136   5   1],142,6,-4,2
121,g081,134,[134   6   1],141,7,-4,2
126,g053,131,[131   6   1],138,7,-4,2
129,g039,116,[116  41  13],170,54,-4,2
131,g073,109,[109],109,0,-4,2
139,g037,102,[102],102,0,-4,2
140,g078,99,[99],99,0,-4,2
197,g044,11,[11  8  3],33,22,-4,2
56,g051,283,[283 112  40  10],445,162,-4,1
58,g141,267,[267  71],338,71,-4,1
70,g146,232,[232  55],287,55,-4,1
71,g070,227,[227  69],365,138,-4,1
74,g151,224,[224  51],275,51,-4,1
163,g068,70,[70],70,0,-4,1
187,g050,26,[26  8  1],61,35,-4,1
194,g129,20,[20],20,0,-4,1
196,g149,14,[14],14,0,-4,1
200,g144,9,[9],9,0,-4,1
201,g048,3,[3],3,0,-4,1
202,g047,2,[2 1],5,3,-4,1
203,g062,1,[1],2,1,-4,1
137,g041,103,[103  72  13],291,188,-5,4
195,g080,16,[16],16,0,-5,1
198,g075,11,[11],11,0,-5,1
199,g046,10,[10],10,0,-5,1
191,g038,22,[22],22,0,-6,1
