,logic_gate,max,unique,sum,sum-max,Deep,Fanouts
15,g111,234,[234  85  15   8   6],348,114,-3,2
25,g098,187,[187  63  10   9   2],271,84,-3,2
33,g096,156,[156  52  16   9   4],237,81,-3,2
41,g055,131,[131  32  29   4],196,65,-3,2
45,g050,126,[126  31  27   4],188,62,-3,2
47,g042,122,[122  27  25   1],175,53,-3,2
49,g045,118,[118  27  17   3],165,47,-3,2
68,g101,68,[68 39  8],115,47,-3,2
78,g008,61,[61 15 13],102,41,-3,2
82,g015,55,[55 16  9  8],88,33,-3,2
84,g004,54,[54 12 10],86,32,-3,2
87,g054,53,[53 21],74,21,-3,2
89,g026,53,[53],53,0,-3,2
91,g030,52,[52],52,0,-3,2
92,g069,52,[52],52,0,-3,2
94,g037,48,[48 30 15  3],144,96,-3,2
98,g049,47,[47 17],64,17,-3,2
107,g033,43,[43 23 16  4],129,86,-3,2
112,g028,37,[37 24 22  2],85,48,-3,2
116,g100,35,[35],35,0,-3,2
26,g109,180,[180  65  45],290,110,-3,1
42,g104,131,[131  42  11  10   2],196,65,-3,1
50,g022,110,[110  27   4],141,31,-3,1
53,g102,90,[90 31 25],146,56,-3,1
66,g117,69,[69 30 10],109,40,-3,1
72,g038,66,[66  4],70,4,-3,1
83,g034,55,[55  3],58,3,-3,1
99,g087,47,[47  1],48,1,-3,1
106,g062,44,[44],44,0,-3,1
110,g001,40,[40  9],49,9,-3,1
111,g073,38,[38  1],39,1,-3,1
117,g059,31,[31 26  4  1],93,62,-3,1
119,g114,31,[31 22  1],54,23,-3,1
124,g067,30,[30],30,0,-3,1
130,g064,25,[25],25,0,-3,1
133,g061,22,[22],44,22,-3,1
100,g000,47,[47],47,0,-4,5
65,g002,70,[70],70,0,-4,4
56,g051,77,[77],77,0,-4,2
57,g052,77,[77],77,0,-4,2
62,g046,72,[72],72,0,-4,2
67,g040,69,[69],69,0,-4,2
71,g047,67,[67],67,0,-4,2
73,g043,66,[66],66,0,-4,2
93,g027,49,[49 20],69,20,-4,2
105,g014,44,[44],44,0,-4,2
109,g019,42,[42],42,0,-4,2
61,g041,73,[73],73,0,-4,1
74,g044,64,[64],64,0,-4,1
86,g053,53,[53 21],74,21,-4,1
88,g025,53,[53  3],56,3,-4,1
90,g029,52,[52  2],54,2,-4,1
96,g036,48,[48 18],66,18,-4,1
97,g048,47,[47 17],64,17,-4,1
101,g116,45,[45],45,0,-4,1
103,g023,44,[44 24],68,24,-4,1
104,g009,44,[44],44,0,-4,1
108,g032,43,[43 20],63,20,-4,1
118,g113,31,[31 26  1],58,27,-4,1
121,g011,31,[31],31,0,-4,1
134,g060,22,[22],22,0,-4,1
135,g013,17,[17],17,0,-4,1
136,g020,14,[14  7  4  1],40,26,-4,1
