,logic_gate,max,unique,sum,Deep,Fanouts
66,g066,68,[21  8 20 15  7  5  3 68 27  1 14 12  4  6 31],299,-6,6
67,g067,100,[  8  20  15   7   4 100  48   2  14  11   5   1  10   3  26],289,-5,2
68,g068,21,[ 8  5  4  1 20 16  6 21 14 10  3  2],185,-4,3
69,g069,69,[11 19 16  7  5  4 32 15 12  1  8  3 69 34  9],257,-3,2
70,g070,62,[15  5 19  6  4 62 16 12 11  3  2 52 31],294,-4,3
71,g071,70,[55  9  7  4  3 19 15  8  5  2 64 14 12 13 70 31 11],385,-3,2
72,g072,55,[ 7  6  4  2 21 13  5 42 40 25 15 16  9  1 55],295,-5,14
73,g073,31,[15 21 20  9  8  3 31 16 14  7  6  1  4 27],196,-4,1
74,g074,100,[ 17   1  16  10   4   2  57  18   8   6   3 100  69],328,-4,7
75,g075,82,[ 8  5  3  2  4 82 63 26 19 18 64 10],313,-5,16
76,g076,82,[18 22 16  9  4  3 40  1 23 14  5 82 64 27 19  7  6],390,-6,1
77,g077,82,[17  6 22 16  5  8  4  1 23 18  9 82 60 19 66],421,-2,5
78,g078,82,[52 12  6  1 22 16  5 21 23 20 10  4 82 64 25 19 67 27],517,-5,16
79,g079,82,[ 5  4  3  1 22 41 14 23 82 66 21 28],367,-6,4
80,g080,82,[12 22 13  7  4  2 23 14  3 82 46 24],306,-6,1
81,g081,82,[12  3  2 22 20 14  4 36  1 23 21  5 82 44 33  6 31 18 11  9],426,-5,2
82,g082,51,[ 7  5  3  2 16 14  6  1 12 19  9 51 13 10],213,-4,1
83,g083,70,[16 21 11  6  3  2 30 20 22  8  7  9  5  1 70 34  4],313,-3,4
84,g084,53,[17  6  5 21 15  3 20 22  7 26  8 53],242,-4,5
85,g085,78,[49 12  4  1 21 18 10  6  2 19  8 22 78 37 14],361,-6,6
86,g086,100,[  6   4   2  21   5  33  20   9  22 100],256,-2,2
87,g087,48,[11 21 14  7  4  3  9 22 15  6  2 48 18],200,-7,1
88,g088,63,[17  7  1 21 11  6 56 22 20  3 63 25],324,-6,1
89,g089,69,[ 8  6 16  7  3  1 44  5 13 12 69 48 25 40 23 19 10],439,-6,1
90,g090,69,[16  5  2  4 14 69 31 25 45 11  9  3],312,-5,5
91,g091,100,[ 16   8   3 100  28   2  37   6  20   7  57  19  39  21],672,-6,5
92,g092,100,[ 52   8   4   2 100  50  49   1  31  60  40  82  62  26  19  17],904,-7,5
93,g093,100,[100  45  29  12   3   1  30  20   7  82  54  27  15],1004,-7,1
94,g094,100,[  8   3 100  56  44  24   5  52  48  69  15  14   6],744,-6,8
95,g095,100,[ 58  26   8   3 100  29   1   6  20   7   2  14  10],709,-7,5
96,g096,100,[ 51  15   4 100  61  39  20   5  59  41   9   2],715,-7,1
97,g097,100,[ 10   8 100  29   3  23  11   4  20   7   2   1  18],547,-6,2
98,g098,100,[ 56  20   7   1 100  52  48  11  51  49   2],720,-6,3
99,g099,100,[ 50  32   5  14  11   9   2  47  12   7   4   1 100  35  23],411,-6,4
100,g100,100,[ 12   7   2  38  10   3   1 100  45  42   4],351,-5,6
101,g101,100,[ 23   9   6 100  57   7   2  47   8  52  10   3  35  13  12],684,-6,2
102,g102,100,[ 35  13   8 100  53  47  57  16  10  55  45  33   1],807,-5,4
103,g103,100,[ 42  25   6 100  57   7   2  76  24  18   1  51   9  65  31],888,-4,2
104,g104,100,[ 41  17   3   1 100  63  37  39  15  51  48  22],872,-5,2
105,g105,100,[ 51  32   5 100  57   7   3  21  52  10  68],793,-4,2
106,g106,100,[ 32  23  18   8 100  51  49  37  35  14   3  55  45   5   2  33   9],896,-4,1
107,g107,100,[ 19 100  57   7  15   6   5  52  10  51  13  12],658,-4,1
108,g108,100,[ 48  15  13 100  51  49   6   1  55  45   5   3   2  72  30   9],826,-3,3
109,g109,49,[49 20 10 16 11  5  4  2  9  1  6  8  3 26],203,-2,2
110,g110,100,[ 69  35   9  12   8   3   2   4   6   1 100  53],327,-5,10
111,g111,100,[ 59  21   6   2   4   3   9   1   5 100  52  48],427,-6,1
112,g112,100,[  7   5 100  21   4   1   8   3  19  11   2],537,-5,1
113,g113,100,[  6   5 100  50  42  12   9   8  52  48  43  33  25   7],895,-5,1
114,g114,100,[  6   4 100  21   1  48  15  13  19   5   3  54  12   8],835,-4,6
115,g115,100,[  6   2 100  52  48  68  28  11   1  51  49   3],723,-7,1
116,g116,100,[ 16 100  21   4  41   5  18   7   6   1],629,-6,5
117,g117,100,[ 26  13   6 100  53  47  18   4  99  50  49   2   1],674,-7,1
118,g118,100,[ 46  20  13   6   3 100  21   4   2  30  29  14  18   8   1],682,-6,2
119,g119,100,[ 37  30  19  11 100  55  45  20  10   2  99  53  46  36  16  13],892,-6,2
120,g120,100,[100  37   5   3   7   1  17  10  54  46  23],542,-5,3
121,g121,100,[ 27  11   9   3 100  57   7   2  24   5  52  10  76  35],735,-4,2
122,g122,100,[ 51 100  53  47   9   4  50  16   1],791,-5,9
123,g123,100,[ 65  37  11 100  57   7   2  51  24  52  10   5  34   1],769,-5,3
124,g124,100,[ 48 100  52  67  32   9   2   1  50   7  77  36   8],889,-4,2
125,g125,100,[ 58  41   5 100  56   6   2  44  52  10   3   7   1  82],968,-3,3
126,g126,100,[ 84  46   9   6   4 100  53   1  52  51  49  41  14],1074,-4,1
127,g127,100,[ 59 100  57   7  22  51   9   4  99  52  46   1  45  17],986,-4,1
128,g128,100,[ 84  47   8 100  51  49  59   1  99  52   2  68  23  13],971,-3,2
129,g129,100,[100  33  26  10   5   4   1],189,-6,2
130,g130,84,[84  2 12 67 43 14  5  8  1],319,-6,1
131,g131,74,[63  2 11  7  3  1 74 15  6  9],215,-5,1
132,g132,100,[100  36  20  10  23   4   1  86   8   5   2  18   6  41  25  17],512,-5,1
133,g133,100,[ 15  11   3   2   1  24   4  77 100  50  47  10   8   5],460,-4,3
134,g134,68,[68 43 33 25 17  6  2 65 15 11  5  3  7],341,-6,1
135,g135,100,[ 76  43  14  21   4   3  79   6  15 100   9],378,-5,6
136,g136,100,[100  22   8  30   5   2  78  18   3  53  52   1   4],481,-6,1
137,g137,100,[100  49  18   6  11   3  47   9   1   5  26  12],599,-5,2
138,g138,100,[100  56  44  24   1  60  40   4  37  20  18],710,-5,2
139,g139,100,[100  47  13   7  19  53   8   1  14   6   3  34   2],607,-4,3
140,g140,100,[100  56  43   1  63  44   3  87  40  12],905,-3,2
141,g141,100,[100  52  14   6  71  17  47  11   3  55  29   4   1],894,-4,3
142,g142,100,[100  53  47  74   9   2  54  46  87  41  12],936,-3,2
143,g143,100,[100  56  18   9  59  52   2  99  50  49  39  10],998,-4,1
144,g144,100,[100  51  48   1  52   8   3],621,-6,1
145,g145,50,[15  1 50 13  7  3 11  2],110,-5,1
146,g146,100,[100  48   3   1  62  10  47   6  28  17  11   2],739,-5,1
147,g147,100,[100  99  59  40  64  13  52  48  55  44  34  10   6   2   1],1039,-4,2
148,g148,100,[100  47   4   2  13   8   7  51   3   6  49  15  10],619,-4,1
149,g149,100,[100  53  46   1  99  45   2  79  29  11   6],727,-3,3
150,g150,100,[100  52   5   2  50  47   6  26   4   1],697,-2,1
151,g151,100,[100  57  43  65  15  50  51  49  44   3],1027,-1,2
152,g152,100,[100  54   5   3  66  15  52  17   1   6],653,-6,1
153,g153,100,[100  99  54  43   2  14   6  46   5   4],735,-6,1
154,g154,100,[  5   3  18   9   4 100  51  10   7   6   1],275,-5,1
155,g155,100,[100  49  18   3  51  47   9   4   2   1  33],622,-6,4
156,g156,100,[100  54  46  64  50  16   8   4  12   9],759,-5,1
157,g157,100,[100  48  14   2  55  32  13   5  53   8   3  57  17   9   4],825,-4,4
158,g158,100,[100  54  46  73   5   1  51  49  55  45   4],984,-6,1
159,g159,100,[100  52  14   3  54   5  47  11   2   1],698,-6,1
160,g160,100,[100  50  58   4   3  56  44  53  47  23   9   1],998,-5,3
161,g161,100,[100  57  19   2  69  10   6  52   9   4   3  25],698,-7,3
162,g162,100,[100  56  44  17  13  58  42  10   2   1  23   6],685,-6,4
163,g163,100,[ 15   7   4 100  41   9  13   2  23],329,-7,5
164,g164,100,[100  47   7   3  42   4  51  50   1  26  10   2],797,-6,1
165,g165,100,[100  99  50  48   1  45  42  24  15   3  51  49  10  34   6],887,-5,3
166,g166,100,[100  48   4   1   7  52  55  45  31   2],856,-4,2
167,g167,100,[100  53  47  29   4   2  99  51  48   9  76  38  10],772,-4,1
168,g168,100,[100  52   6   4  28   5  47   2   1  81  63  21   3],746,-4,1
169,g169,100,[100  57  43  24   9   8  52  48  54   5   1  88   7],796,-3,3
170,g170,100,[100  57   5   3  41   1  52   4   2  83  46  34  12  11],788,-4,1
171,g171,100,[100  59  41  46   5  64   8  65  21  15],832,-3,2
172,g172,81,[50 15  9 65  4  2 81 17],243,-2,5
173,g173,64,[57 13  3 64  8  1 10  7  5  2],170,-2,2
174,g174,100,[100  39  13  11   8  64   2   3   1],243,-6,2
175,g175,65,[41 38 21 14  3 65  1  5],188,-6,7
176,g176,63,[20  2 63  5  1  3],114,-6,2
177,g177,63,[19  8  6 63  4  1],110,-6,2
178,g178,64,[48 64  6  5  1  4],129,-5,1
179,g179,65,[35  3 65  6  4  2 22],141,-6,2
180,g180,66,[49 18 14 13 66  2 24  6  4],213,-5,1
181,g181,52,[52 18  3 20  1 32 15  6  4  2],173,-4,2
182,g182,100,[100  38  11  10   8   2],171,-6,1
183,g183,41,[41],41,-7,1
184,g184,49,[49 28  1],129,-6,1
185,g185,41,[41 17  2  3],63,-5,1
186,g186,18,[ 9  1 17  2 18],47,-7,1
187,g187,25,[25  2  1 18  9],57,-6,2
188,g188,31,[31  4  3 17  1 15  5],83,-6,2
189,g189,31,[31  4 17],87,-7,2
190,g190,21,[21  9  7  2  5  1],46,-6,1
191,g191,9,[1 9 3],17,-5,1
192,g192,50,[50  1 17 29 12],128,-4,2
193,g193,57,[57 15 11  6  2],97,-6,1
194,g194,61,[61 11  1],77,-6,1
195,g195,100,[100  30  11  10   5  17   1  20],206,-5,2
196,g196,47,[47  1 22  9],126,-6,1
197,g197,45,[45 24 16  5  3  1 33 10],140,-5,2
198,g198,30,[ 7 17  1 30 11  9],75,-4,2
199,g199,65,[28 10  3 65  8  7],121,-3,2
200,g200,27,[27  7 17  6  3  1],109,-5,1
201,g201,41,[27 14  4 41 24 10  8],220,-5,1
202,g202,58,[58 29  4  3  2  1],97,-4,3
203,g203,100,[ 47  13  10 100  36   3  20   1],230,-4,2
204,g204,82,[58 16 15  5  3 82 61 23 22 33 10],387,-3,1
205,g205,100,[100  37  16  11  10  82   2  54  13  12],339,-3,1
206,g206,82,[82 39 37  2 81 17 10],268,-2,4
207,g207,100,[100  45  10   5   2],162,-6,1
208,g208,82,[82  2  1  8  4  3],104,-5,1
209,g209,82,[82 44 42  2 39 16 12],237,-5,1
210,g210,100,[100  38  18  51  14   8   5   4],238,-4,4
211,g211,82,[82 24  4  1],112,-6,1
212,g212,82,[82  3  1  2],89,-6,1
213,g213,82,[82 37 36  1 19  6  2],183,-5,4
214,g214,100,[100  46   6  23   1],183,-6,1
215,g215,82,[82  3  1 34 11  6],137,-5,4
216,g216,82,[82 43 38  1 24  8],279,-4,2
217,g217,100,[100  44   8  21   7],209,-4,2
218,g218,82,[82  2 61 12  9],168,-3,2
219,g219,82,[82 42 40  2 38 13 12],267,-4,1
220,g220,100,[100  40  15  35  10   1],201,-4,1
221,g221,100,[100   1  65  25   5],361,-3,1
222,g222,100,[100  47  10  80  15],332,-2,2
223,g223,100,[100  62  37   1   3],304,-6,1
224,g224,100,[100  44  15   6   2   1],169,-5,1
225,g225,100,[100  68  37  25   6  26   4   2],268,-5,1
226,g226,100,[100   2  34  15   6   4],163,-4,3
227,g227,54,[54 18  4  1],131,-6,1
228,g228,40,[40  6  4  2  1],54,-6,1
229,g229,72,[72 12 10 15  4  2],115,-5,2
230,g230,100,[100  24  13   7],244,-6,1
231,g231,100,[100  32  30   2  20   4],190,-5,2
232,g232,100,[100  44   7  27  11   2],191,-4,2
233,g233,100,[100  72  39  29   4   1],245,-6,1
234,g234,82,[82  2  1],89,-6,1
235,g235,82,[82 80 42 38 20  7],269,-5,2
236,g236,82,[82 66 24 21 11  2],251,-6,1
237,g237,100,[100  37  11  30   8   5],191,-5,2
238,g238,33,[33 10],53,-4,2
239,g239,62,[62  6  5],73,-3,3
240,g240,6,[6 1],7,-6,1
241,g241,6,[6 2 1],10,-5,1
242,g242,32,[32 11  6],49,-5,1
243,g243,36,[36 10  5  3],57,-4,1
244,g244,34,[34 13 10],57,-4,1
245,g245,33,[33 15  1],49,-4,1
246,g246,62,[62 22 11],95,-3,2
247,g247,21,[21],42,-2,2
248,g248,34,[34  8  4  1],81,-1,5
249,g249,100,[100   8],108,0,1
250,g250,92,[92  7],99,-2,3
251,g251,31,[31  1],32,-3,2
252,g252,56,[56  4  1],61,-2,1
253,g253,60,[60  1],121,-3,2
254,g254,65,[65 36  8  4],113,-2,1
255,g255,67,[67 11  4  1],83,-1,9
256,g256,31,[31],31,-2,1
257,g257,61,[61  1],123,-1,3
258,g258,30,[30],60,-2,1
259,g259,2,[2],2,-2,1
260,g260,94,[94 26  2],122,-2,1
261,g261,96,[96 35 28],159,-1,3
262,g262,100,[100  39  37   7],183,0,1
263,g263,34,[34],34,-3,4
264,g264,57,[57 24 12  4],97,-3,2
265,g265,74,[74  4],78,-2,11
266,g266,79,[79  3],82,-3,1
267,g267,79,[79 48 31],237,-2,6
268,g268,8,[8],8,-2,1
269,g269,80,[80 66],226,-2,2
270,g270,95,[95 72 51 15],233,-1,2
271,g271,41,[41],41,-2,9
272,g272,78,[78 10],88,-3,1
273,g273,78,[78  2],80,-3,1
274,g274,78,[78 37 36  1],152,-2,5
275,g275,91,[91 28 18],228,-1,2
276,g276,100,[100  20],120,0,1
277,g277,26,[26],26,-3,12
278,g278,62,[62 47],171,-2,2
279,g281,1,[1],1,-5,1
280,g282,1,[1],1,-4,1
281,g283,29,[29 18 11 10  1],98,-3,8
282,g284,62,[62  6],130,-2,3
283,g285,54,[54 10],118,-1,5
284,g286,78,[78 41 20  9],148,-2,8
285,g287,46,[46 18  7  4],75,-3,2
286,g288,46,[46],46,-2,2
287,g289,84,[84  2],172,-1,1
288,g290,81,[81  5],86,-1,1
289,g291,100,[100  28   3],131,0,1
290,g292,46,[46 18  5],69,-2,2
291,g293,79,[79 36],115,-1,4
292,g294,73,[73],73,-2,5
293,g295,62,[62 48 19 15 14],158,-2,2
294,g296,81,[81  9],90,-1,1
295,g297,32,[32 14  1],47,-3,5
296,g298,21,[21  2],23,-2,1
297,g299,37,[37 14  5],56,-3,5
298,g300,10,[10  4  1],15,-5,5
299,g301,10,[10],10,-5,12
300,g302,9,[9 4],22,-6,16
301,g303,10,[10  6  2  1],19,-5,16
302,g304,3,[3 2],5,-5,1
303,g305,3,[3],3,-4,1
304,g306,10,[10  4],14,-7,8
305,g307,6,[6 5 1],12,-6,10
306,g308,4,[4 1],5,-5,1
307,g309,10,[10  6  4  2],22,-6,16
308,g310,10,[10  3  1],14,-6,16
309,g311,5,[5 2],7,-5,1
310,g312,9,[9 4 1],14,-6,5
311,g313,3,[3],6,-5,1
312,g314,10,[10  3  2],15,-6,15
313,g315,7,[7 1],8,-5,2
314,g316,8,[8 5 1],22,-4,1
315,g318,2,[2 1],3,-6,1
316,g319,2,[2 1],3,-5,1
317,g320,1,[1],1,-6,1
318,g321,3,[3 2],5,-5,1
319,g322,4,[4 3],7,-5,1
320,g324,8,[8],8,-6,12
321,g325,1,[1],2,-5,1
322,g326,7,[7 3 1],18,-4,1
323,g327,10,[10  1],11,-3,1
324,g328,16,[16 10  2],30,-5,2
325,g329,3,[3 2 1],6,-5,1
326,g330,11,[11  7  1],20,-4,1
327,g331,20,[20 10  2],34,-4,4
328,g332,15,[15  8],23,-4,4
329,g333,20,[20  7  2],31,-4,1
330,g334,31,[31  4],35,-3,3
331,g335,25,[25],25,-3,2
332,g336,30,[30  6  2],38,-3,1
333,g337,83,[83 40 35],158,-3,5
334,g338,69,[69],69,-3,4
335,g339,68,[68 46 13  6],133,-2,1
336,g340,74,[74 51  9  2],136,-1,1
337,g341,100,[100  26],126,0,3
338,g342,74,[74  1],75,-4,1
339,g343,74,[74 73 38 34  1],220,-3,13
340,g344,62,[62 56 26 24  6],174,-2,2
341,g345,57,[57 48 29 19],153,-1,1
342,g346,5,[5 4 3 1],13,-2,1
343,g347,30,[30  8],38,-3,5
344,g348,23,[23  7],30,-2,1
345,g349,31,[31],31,-3,6
346,g350,2,[2],2,-6,1
347,g351,2,[2],2,-5,1
348,g353,3,[3 1],4,-5,1
349,g354,5,[5 3],8,-5,1
350,g355,2,[2],2,-6,4
351,g356,2,[2 1],3,-5,1
352,g357,7,[7 1],15,-4,1
353,g358,3,[3 2 1],6,-6,1
354,g359,3,[3],3,-5,1
355,g360,5,[5 2],7,-5,1
356,g361,5,[5 2 1],8,-5,1
357,g362,3,[3 2],5,-5,1
358,g363,8,[8 2],18,-4,1
359,g364,23,[23  6  2],31,-3,1
360,g365,28,[28  8],36,-3,2
361,g366,68,[68 22  6  5],101,-2,1
362,g367,81,[81 50  9  3],143,-1,1
363,g368,100,[100  21   9],130,0,4
364,g369,34,[34  6],40,-1,1
365,g370,74,[74 17],91,-5,2
366,g371,74,[74],74,-5,2
367,g372,64,[64 33 30  2  1],130,-4,11
368,g373,48,[48],48,-5,3
369,g374,75,[75  3],78,-4,1
370,g375,75,[75 74 39 32  3],223,-3,9
371,g376,30,[30  6  4  1],71,-4,2
372,g377,31,[31  3],34,-4,2
373,g378,29,[29 22  6  1],87,-3,1
374,g379,63,[63],63,-2,1
375,g380,44,[44 40  2],130,-4,2
376,g381,66,[66 23  1],90,-3,2
377,g382,5,[5],10,-5,3
378,g383,46,[46 23 21],90,-4,3
379,g384,57,[57 13 12  6],88,-5,4
380,g385,54,[54],54,-5,5
381,g386,59,[59  9  7],75,-5,2
382,g387,60,[60 11 10  4],85,-6,2
383,g388,59,[59],59,-5,3
384,g389,65,[65 21 16  2  1],105,-4,3
385,g390,63,[63  2],65,-3,1
386,g391,63,[63 62 40 22],187,-2,1
387,g392,63,[63 61  1],189,-1,1
388,g393,8,[8 2],10,-1,1
389,g394,6,[6 1],13,-2,1
390,g395,24,[24  6  5],40,-1,1
391,g396,91,[91 40  3],134,-1,1
392,g397,100,[100  61  17   5   2],185,0,1
393,g398,51,[51],51,-1,4
394,g399,68,[68  2],70,-4,1
395,g400,68,[68 37 30  1],204,-3,5
396,g401,60,[60 18 12  1],151,-4,1
397,g402,66,[66  2],68,-6,1
398,g403,66,[66 39 26  1],198,-5,2
399,g404,50,[50 32 31  1],114,-6,1
400,g405,31,[31 27],58,-7,1
401,g406,58,[58 45  7  4],114,-6,1
402,g407,60,[60  2],62,-5,1
403,g408,60,[60 56 30 18  8],172,-4,1
404,g409,60,[60 50 28 22],160,-3,2
405,g410,62,[62 57 28 23  6],176,-3,1
406,g411,62,[62 36 24 10  2],134,-2,3
407,g412,62,[62 14],138,-2,1
408,g413,62,[62 56 35 18  3],174,-2,1
409,g414,62,[62 50 29 18  3],162,-1,2
410,g415,5,[5],5,-2,3
411,g416,3,[3 1],4,-3,1
412,g417,59,[59 37  1],98,-2,1
413,g418,16,[16  5],21,-4,1
414,g419,4,[4 2],6,-8,1
415,g420,4,[4],4,-7,1
416,g422,4,[4],4,-7,1
417,g423,5,[5 1],6,-7,1
418,g424,4,[4 1],5,-7,1
419,g425,8,[8],16,-6,1
420,g426,2,[2 1],4,-8,1
421,g427,2,[2],2,-7,1
422,g428,3,[3 1],4,-7,1
423,g429,5,[5 3],8,-7,1
424,g430,2,[2 1],3,-7,1
425,g431,6,[6 1],13,-6,1
426,g432,21,[21  7  4],32,-5,1
427,g433,13,[13],13,-4,3
428,g434,19,[19  6],31,-6,1
429,g435,22,[22 13],35,-5,1
430,g436,70,[70 27  6],109,-4,1
431,g437,72,[72  1],73,-3,1
432,g438,98,[98 15 12],125,-2,1
433,g439,100,[100   2],102,-1,3
434,g440,100,[100],100,0,1
435,g441,5,[5],10,-1,2
436,g442,46,[46 25  1],72,-1,1
437,g443,17,[17  3],37,-2,1
438,g444,3,[3],6,-5,1
439,g445,3,[3 1],4,-4,1
440,g446,4,[4 1],6,-5,1
441,g447,5,[5 2],7,-5,1
442,g448,3,[3 2],5,-5,1
443,g449,6,[6 3 1],10,-4,1
444,g450,4,[4 2 1],7,-6,1
445,g451,4,[4],4,-5,1
446,g452,4,[4 1],9,-6,1
447,g453,5,[5 1],6,-5,1
448,g454,5,[5 1],7,-5,1
449,g455,4,[4 1],5,-5,1
450,g456,7,[7 1],8,-4,1
451,g457,10,[10  4],14,-3,1
452,g460,11,[11  7],18,-4,1
453,g461,22,[22  9  6],37,-3,1
454,g462,66,[66 42 14  8  3],133,-2,1
455,g463,69,[69  3],141,-1,1
456,g464,100,[100  45  17  15   1],178,0,3
457,g465,5,[5 3 1],11,-1,1
458,g466,18,[18  8],26,-2,1
459,g467,4,[4 2],6,-6,1
460,g468,4,[4],4,-5,1
461,g469,4,[4 1],5,-5,1
462,g470,5,[5 1],6,-5,1
463,g472,4,[4 1],5,-5,1
464,g473,6,[6],12,-4,1
465,g474,4,[4 1],6,-5,1
466,g475,4,[4],4,-4,1
467,g476,5,[5 1],7,-5,1
468,g477,4,[4 2],6,-6,1
469,g478,4,[4],4,-5,1
470,g479,6,[6 1],14,-4,1
471,g480,10,[10  4],14,-3,1
